task,kind,explainer,n_folds,mean_auc,frac_auc_passed,mean_loc_auprc,mean_loc_auprc2,mean_loc_enrichment,frac_loc_passed,mean_aupc_morf,mean_aupc_lerf,mean_delta_lerf_morf,frac_faith_passed,control_auc_frac,control_loc_frac,control_frac_passed,loc_verdict,faith_verdict,verdict,p_morf_lt_random,dataset,selected,combo
motif_cd8_high,control,single,15,0.9521450805591726,1.0,0.8836802604394399,0.8987971796217943,1.6625282995964936,0.0666666666666666,0.2183796046708575,0.7069757491239266,0.488596144453069,1.0,1.0,0.5333333333333333,0.5333333333333333,fail_control,pass_control,fail_control,6.800048119998878e-16,bc_metabric_ali2020,False,mixing
motif_interface_immune,spatial,single,15,0.6152279664031474,0.4666666666666667,0.4468089538229073,0.4155458614447499,1.5331960237079585,0.4,0.1251506217738518,0.8353870928925555,0.7102364711187038,0.4666666666666667,1.0,0.5333333333333333,0.5333333333333333,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,1.5761795858658646e-06,bc_metabric_ali2020,True,mixing
motif_tumor_high,control,single,15,0.968200386707368,1.0,0.7265066636523417,0.7380260737454123,2.1769209904774485,1.0,0.2590460213728616,0.7509749559474665,0.4919289345746049,1.0,1.0,0.5333333333333333,0.5333333333333333,pass_control,pass_control,pass_control,2.866531391075461e-16,bc_metabric_ali2020,False,mixing
motif_tumor_stroma_mixing,spatial,single,15,0.7058145941742333,1.0,0.6610067205955248,0.5276308013168511,0.9574918896265036,0.0,0.1975948159966275,0.8808376581920138,0.6832428421953861,1.0,1.0,0.5333333333333333,0.5333333333333333,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.3519227291968524e-13,bc_metabric_ali2020,True,mixing
motif_apc_t_contact,spatial,attention,15,0.630607858583381,0.5333333333333333,0.3035339140674382,0.2957459846306614,0.4303425328119041,0.0,0.3752514278186674,0.5391292078146322,0.1638777799959648,0.5333333333333333,0.9666666666666668,0.9333333333333332,0.9333333333333332,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,0.0002272021032881,bc_jackson2020,True,celltype_density
motif_cd8_high,control,attention,15,0.933730794889066,0.9333333333333332,0.7104266750496473,0.7128620139591876,1.944814770957648,0.9333333333333332,0.3576745378584657,0.6150596983850907,0.2573851605266247,0.9333333333333332,0.9666666666666668,0.9333333333333332,0.9333333333333332,pass_control,pass_control,pass_control,1.7163173408745645e-13,bc_jackson2020,False,celltype_density
motif_cd8_tumor_contact,spatial,attention,15,0.823070424942973,1.0,0.5162389100865545,0.5024582010873807,1.260891486862584,0.2,0.7746614451281104,0.5607395261246035,-0.2139219190035068,0.0,0.9666666666666668,0.9333333333333332,0.9333333333333332,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.9999999999923576,bc_jackson2020,True,celltype_density
motif_macrophage_tumor_niche,spatial,attention,15,0.6001019885385936,0.3333333333333333,0.3797737235045841,0.3941937544877455,1.17578610181971,0.0666666666666666,0.630867037974698,0.4995935834623967,-0.1312734545123011,0.0,0.9666666666666668,0.9333333333333332,0.9333333333333332,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.99947991866787,bc_jackson2020,True,celltype_density
motif_t_tumor_mixing,spatial,attention,15,0.821215267166264,1.0,0.5197346706262846,0.5032201307772063,1.263100693797242,0.1333333333333333,0.7782400370048045,0.556507177470569,-0.2217328595342355,0.0,0.9666666666666668,0.9333333333333332,0.9333333333333332,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.9999999999999568,bc_jackson2020,True,celltype_density
motif_tumor_high,control,attention,15,0.9778972614030472,1.0,0.5735192915478025,0.5285629845337261,1.5961217744899965,0.9333333333333332,0.3417766052684855,0.5522565613611576,0.210479956092672,1.0,0.9666666666666668,0.9333333333333332,0.9333333333333332,pass_control,pass_control,pass_control,2.712764958428932e-13,bc_jackson2020,True,celltype_density
motif_apc_t_contact,spatial,ig,15,0.630607858583381,0.5333333333333333,0.3298322461144121,0.3218025981573408,0.5160427082039364,0.0,0.3583958586026344,0.6276589535492462,0.2692630949466117,0.5333333333333333,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.0567013496835647e-07,bc_jackson2020,True,celltype_density
motif_cd8_high,control,ig,15,0.933730794889066,0.9333333333333332,0.6496951158708855,0.6033410768792363,1.892717067929762,0.9333333333333332,0.4598020809160097,0.6661208635689595,0.2063187826529497,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,2.8705200561135343e-13,bc_jackson2020,False,celltype_density
motif_cd8_tumor_contact,spatial,ig,15,0.823070424942973,1.0,0.5315141633811684,0.4200962544369447,1.427113411124193,0.7333333333333333,0.4592081637929858,0.7579292653664139,0.2987211015734279,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,3.932166368094118e-14,bc_jackson2020,True,celltype_density
motif_macrophage_tumor_niche,spatial,ig,15,0.6001019885385936,0.3333333333333333,0.4179016883250502,0.4066718241105894,1.5533216194280322,0.2666666666666666,0.3874538437517342,0.6602457575472055,0.2727919137954713,0.3333333333333333,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,1.7698738967134106e-05,bc_jackson2020,True,celltype_density
motif_t_tumor_mixing,spatial,ig,15,0.821215267166264,1.0,0.5266229450061756,0.4117010870277384,1.4067193181066575,0.6666666666666666,0.4551250036988408,0.7565062354526825,0.3013812317538415,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,5.634155173610146e-14,bc_jackson2020,True,celltype_density
motif_tumor_high,control,ig,15,0.9778972614030472,1.0,0.8794502695831531,0.8473012378879641,2.7149845119154663,1.0,0.2764987927396095,0.7000121129043806,0.4235133201647711,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,1.1911974033348509e-15,bc_jackson2020,True,celltype_density
motif_apc_t_contact,spatial,one_removed,15,0.630607858583381,0.5333333333333333,0.3542802361767919,0.3443971667957491,0.6447509270569689,0.0,0.4060931050159,0.6256263450988983,0.2195332400829981,0.5333333333333333,0.9666666666666668,0.9333333333333332,0.9333333333333332,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.4268343154850442e-08,bc_jackson2020,True,celltype_density
motif_cd8_high,control,one_removed,15,0.933730794889066,0.9333333333333332,0.5878386249086466,0.5510993867087781,1.6831419145479274,0.8666666666666667,0.5180986862961189,0.6721838867596135,0.1540852004634945,0.9333333333333332,0.9666666666666668,0.9333333333333332,0.9333333333333332,pass_control,pass_control,pass_control,2.165422098063156e-10,bc_jackson2020,False,celltype_density
motif_cd8_tumor_contact,spatial,one_removed,15,0.823070424942973,1.0,0.5231410014332003,0.4134243144212537,1.3943673630315003,0.5333333333333333,0.450428239332298,0.7002308493990164,0.2498026100667182,1.0,0.9666666666666668,0.9333333333333332,0.9333333333333332,pass_spatial,pass_spatial,pass_spatial,2.398175829100205e-15,bc_jackson2020,True,celltype_density
motif_macrophage_tumor_niche,spatial,one_removed,15,0.6001019885385936,0.3333333333333333,0.4190677085717046,0.3971259497529533,1.5245851463664477,0.2,0.383134637394824,0.6366299406231142,0.2534953032282901,0.3333333333333333,0.9666666666666668,0.9333333333333332,0.9333333333333332,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,2.040766720948241e-05,bc_jackson2020,True,celltype_density
motif_t_tumor_mixing,spatial,one_removed,15,0.821215267166264,1.0,0.5150628862983265,0.403425190885595,1.3770469203848124,0.6,0.4489363581749201,0.6988331118278752,0.249896753652955,1.0,0.9666666666666668,0.9333333333333332,0.9333333333333332,pass_spatial,pass_spatial,pass_spatial,3.321914358190791e-15,bc_jackson2020,True,celltype_density
motif_tumor_high,control,one_removed,15,0.9778972614030472,1.0,0.8027429705307311,0.7686683742148012,2.561974353946899,1.0,0.3222568369958682,0.6860508436941967,0.3637940066983284,1.0,0.9666666666666668,0.9333333333333332,0.9333333333333332,pass_control,pass_control,pass_control,1.7555743486333906e-14,bc_jackson2020,True,celltype_density
motif_apc_t_contact,spatial,random,15,0.630607858583381,0.5333333333333333,0.3615270652451479,0.349300374877058,0.9412266021366164,0.0,0.522921005705226,0.5187528149593634,-0.0041681907458625,0.0,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.570395007672043,bc_jackson2020,True,celltype_density
motif_cd8_high,control,random,15,0.933730794889066,0.9333333333333332,0.4679173577250511,0.4863689825918267,0.9922240462260594,0.0,0.5843963759107048,0.5867112335047707,0.0023148575940659,0.0,0.9666666666666668,0.0,0.0,fail_control,fail_control,fail_control,0.45696225803708,bc_jackson2020,False,celltype_density
motif_cd8_tumor_contact,spatial,random,15,0.823070424942973,1.0,0.431665870980796,0.3696800640710004,1.0207548255881025,0.0,0.5813828908429673,0.5834736164267429,0.0020907255837755,0.0,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.231571748315062,bc_jackson2020,True,celltype_density
motif_macrophage_tumor_niche,spatial,random,15,0.6001019885385936,0.3333333333333333,0.32051136945667,0.2953674710900629,1.024470873962038,0.0,0.5153505877025233,0.5105855262805277,-0.0047650614219955,0.0,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.7805519003132351,bc_jackson2020,True,celltype_density
motif_t_tumor_mixing,spatial,random,15,0.821215267166264,1.0,0.4324964134876323,0.3686636889244428,1.0177189072594048,0.0,0.5804172238841221,0.5793368047916331,-0.0010804190924891,0.0,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.7440610610775609,bc_jackson2020,True,celltype_density
motif_tumor_high,control,random,15,0.9778972614030472,1.0,0.4000703186795815,0.4041873875469344,0.9889418160022638,0.0,0.5297099824928122,0.5288983647495137,-0.0008116177432985,0.0,0.9666666666666668,0.0,0.0,fail_control,fail_control,fail_control,0.5388328097336081,bc_jackson2020,True,celltype_density
motif_apc_t_contact,spatial,single,15,0.630607858583381,0.5333333333333333,0.32060144514706,0.3154383886669567,0.6785819423598526,0.0,0.2799012506373263,0.6297121787170576,0.3498109280797312,0.5333333333333333,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.4179934028614242e-07,bc_jackson2020,True,celltype_density
motif_cd8_high,control,single,15,0.933730794889066,0.9333333333333332,0.7909841637673688,0.7881882636015097,2.2064132572715947,0.9333333333333332,0.2875707052202644,0.6842875895832178,0.3967168843629532,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,2.4323783262818554e-16,bc_jackson2020,False,celltype_density
motif_cd8_tumor_contact,spatial,single,15,0.823070424942973,1.0,0.4533213742315791,0.3578016961388725,0.8524705610330336,0.0666666666666666,0.4495350788474742,0.8299084790177486,0.3803734001702743,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.0798523854809249e-12,bc_jackson2020,True,celltype_density
motif_macrophage_tumor_niche,spatial,single,15,0.6001019885385936,0.3333333333333333,0.3811229709251315,0.3855872027189089,1.1735816131562609,0.0666666666666666,0.3735421290806306,0.7366085077702615,0.3630663786896309,0.3333333333333333,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,8.626083952380887e-05,bc_jackson2020,True,celltype_density
motif_t_tumor_mixing,spatial,single,15,0.821215267166264,1.0,0.4476692322993207,0.3515212589726891,0.8327622889684856,0.0,0.4489264335085027,0.8279648401983428,0.3790384066898401,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,7.086858403188701e-15,bc_jackson2020,True,celltype_density
motif_tumor_high,control,single,15,0.9778972614030472,1.0,0.8931935109124097,0.8843216058805758,2.723774165009003,1.0,0.238112809016504,0.7014997798939332,0.4633869708774293,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,7.753861817088478e-16,bc_jackson2020,True,celltype_density
motif_cd8_clustering,spatial,attention,15,0.8814546119443132,1.0,0.5872158824625318,0.5384812608168844,4.545552672523434,1.0,0.2120695602387084,0.4650043107992688,0.2529347505605603,0.8666666666666667,1.0,0.9333333333333332,0.6666666666666666,pass_spatial,pass_spatial,pass_spatial,8.877786951864671e-07,hnc_wu2022,True,celltype_density
motif_cd8_high,control,attention,15,0.949351180679878,1.0,0.5570033758288185,0.5371417062734494,1.7162105097654416,0.9333333333333332,0.3500016016486021,0.5256752139077556,0.1756736122591534,0.8666666666666667,1.0,0.9333333333333332,0.6666666666666666,pass_control,pass_control,pass_control,1.7519056181623731e-09,hnc_wu2022,False,celltype_density
motif_immune_exclusion,spatial,attention,15,0.7901308675175936,1.0,0.2611942072422771,0.3872919753581696,1.2229085150648658,0.6,0.3431617579411071,0.5102263084265728,0.1670645504854656,0.6666666666666666,1.0,0.9333333333333332,0.6666666666666666,pass_spatial,pass_spatial,pass_spatial,0.0001664400050223,hnc_wu2022,True,celltype_density
motif_tumor_high,control,attention,15,0.9614224408349652,1.0,0.511589794248894,0.4511753791306924,1.5132694042341746,0.9333333333333332,0.4144049559842884,0.5004280919215077,0.0860231359372193,0.4666666666666667,1.0,0.9333333333333332,0.6666666666666666,pass_control,fail_control,fail_control,6.546715168942054e-08,hnc_wu2022,False,celltype_density
motif_cd8_clustering,spatial,ig,15,0.8814546119443132,1.0,0.5617371775074022,0.3871549524706962,4.710818412983968,1.0,0.2233289872191514,0.5930232732428337,0.3696942860236822,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,7.437901691675257e-12,hnc_wu2022,True,celltype_density
motif_cd8_high,control,ig,15,0.949351180679878,1.0,0.7443866363222015,0.6781915684740333,2.606141844443272,1.0,0.2202854749410452,0.7087469848795224,0.4884615099384771,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,2.848633420224868e-13,hnc_wu2022,False,celltype_density
motif_immune_exclusion,spatial,ig,15,0.7901308675175936,1.0,0.3242494101175285,0.4710803683333428,1.7727545525418846,0.7333333333333333,0.2290114803858272,0.7197682743101019,0.4907567939242749,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,3.4628256581314736e-11,hnc_wu2022,True,celltype_density
motif_tumor_high,control,ig,15,0.9614224408349652,1.0,0.8862937482269184,0.8653961051479315,2.841340806758848,1.0,0.1602949749816942,0.7980022339140109,0.6377072589323167,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,1.564548591680093e-16,hnc_wu2022,False,celltype_density
motif_cd8_clustering,spatial,one_removed,15,0.8814546119443132,1.0,0.4569060675323776,0.3200695988765664,3.870575023169742,1.0,0.3074964815934899,0.6009307108485553,0.2934342292550652,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,5.350180061525788e-12,hnc_wu2022,True,celltype_density
motif_cd8_high,control,one_removed,15,0.949351180679878,1.0,0.6627025972850838,0.607579057329986,2.4635499386955093,1.0,0.2961965750230299,0.6726641670427204,0.3764675920196904,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,2.5018284477911014e-14,hnc_wu2022,False,celltype_density
motif_immune_exclusion,spatial,one_removed,15,0.7901308675175936,1.0,0.29806706075529,0.4548034447210963,1.723136480947496,0.7333333333333333,0.314632278737456,0.7138335706295238,0.3992012918920676,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,1.5788748474531128e-12,hnc_wu2022,True,celltype_density
motif_tumor_high,control,one_removed,15,0.9614224408349652,1.0,0.8376512760437331,0.8107183109843638,2.717033729804132,1.0,0.1974484601360562,0.7665472346270035,0.5690987744909474,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,3.4845780751688823e-16,hnc_wu2022,False,celltype_density
motif_cd8_clustering,spatial,random,15,0.8814546119443132,1.0,0.1904328376436445,0.1726496019505517,0.9701513572630128,0.0,0.4371286794930661,0.4433654680278291,0.006236788534763,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.4587359328603192,hnc_wu2022,True,celltype_density
motif_cd8_high,control,random,15,0.949351180679878,1.0,0.3818446921891008,0.4053034708216648,0.9983376494458192,0.0,0.5053764824111686,0.5035553904272015,-0.0018210919839671,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.5963391120722314,hnc_wu2022,False,celltype_density
motif_immune_exclusion,spatial,random,15,0.7901308675175936,1.0,0.1894597703002213,0.3668813007078871,0.9866286098333364,0.0,0.5107541889774679,0.5061020622529167,-0.0046521267245511,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.8416918504155377,hnc_wu2022,True,celltype_density
motif_tumor_high,control,random,15,0.9614224408349652,1.0,0.3493698125428269,0.3494992447624365,1.005214211153432,0.0,0.4939818234498597,0.4958009268074157,0.0018191033575559,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.823033547102939,hnc_wu2022,False,celltype_density
motif_cd8_clustering,spatial,single,15,0.8814546119443132,1.0,0.5655700943178943,0.4129819819734005,4.48286723417912,1.0,0.1078333916254359,0.6324595827701421,0.5246261911447061,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,2.337176532464568e-12,hnc_wu2022,True,celltype_density
motif_cd8_high,control,single,15,0.949351180679878,1.0,0.7602460332880311,0.7347164927072966,2.5133325724769278,1.0,0.1623213217504419,0.7085840555425452,0.5462627337921032,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,1.1251566703659675e-14,hnc_wu2022,False,celltype_density
motif_immune_exclusion,spatial,single,15,0.7901308675175936,1.0,0.3735192149191536,0.5013213124683895,2.4925930321033345,0.8,0.2052921139558276,0.7444611801621547,0.5391690662063271,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,1.6494568821774915e-10,hnc_wu2022,True,celltype_density
motif_tumor_high,control,single,15,0.9614224408349652,1.0,0.9072160446046548,0.8799736509127454,2.8783449453266465,1.0,0.1580336838761342,0.8019773954166233,0.6439437115404891,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,4.104567803658755e-17,hnc_wu2022,False,celltype_density
motif_cd8_high,control,attention,15,0.9666080530699664,1.0,0.7471380434617652,0.7314597709832891,1.7491748591174907,0.7333333333333333,0.3851514718591624,0.5132845920396091,0.1281331201804466,0.6666666666666666,1.0,0.8333333333333334,0.6666666666666666,pass_control,pass_control,pass_control,1.3688865025146398e-10,tnbc_wang2023,True,celltype_density
motif_tumor_high,control,attention,15,0.9704879072345084,1.0,0.568898961065431,0.5326243901089609,1.5646016896491914,0.9333333333333332,0.4261571459888194,0.520120018647595,0.0939628726587756,0.7333333333333333,1.0,0.8333333333333334,0.6666666666666666,pass_control,pass_control,pass_control,5.080660901817244e-07,tnbc_wang2023,False,celltype_density
motif_cd8_high,control,ig,15,0.9666080530699664,1.0,0.8067257303923824,0.7510361497591415,2.16843111319644,1.0,0.3618716546132292,0.621500976850742,0.2596293222375128,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,2.0643902926102877e-13,tnbc_wang2023,True,celltype_density
motif_tumor_high,control,ig,15,0.9704879072345084,1.0,0.8511139534459062,0.8382202247870808,2.5476766188674858,1.0,0.2958695624532456,0.6899468868208924,0.3940773243676467,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,4.875766681540342e-16,tnbc_wang2023,False,celltype_density
motif_cd8_high,control,one_removed,15,0.9666080530699664,1.0,0.7138615372303031,0.6773088258336845,1.921363195997604,1.0,0.3986612561666259,0.5899032845755282,0.1912420284089021,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,3.475422211619343e-10,tnbc_wang2023,True,celltype_density
motif_tumor_high,control,one_removed,15,0.9704879072345084,1.0,0.7545492513774121,0.7259905948608184,2.380188372762091,1.0,0.3356291346910979,0.6658357802081961,0.3302066455170983,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,9.997455252273632e-15,tnbc_wang2023,False,celltype_density
motif_cd8_high,control,random,15,0.9666080530699664,1.0,0.558495290211722,0.5729309799174536,1.0119126068153197,0.0,0.4953771308826799,0.4956066217450059,0.0002294908623261,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.5491056833490822,tnbc_wang2023,True,celltype_density
motif_tumor_high,control,random,15,0.9704879072345084,1.0,0.3971719058146561,0.4016218271063163,1.004455118709429,0.0,0.5084641759137404,0.5071942670865995,-0.0012699088271407,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.7585054966523365,tnbc_wang2023,False,celltype_density
motif_cd8_high,control,single,15,0.9666080530699664,1.0,0.8478367458999398,0.8465532477303288,2.113299782663843,1.0,0.2533644918734317,0.6332085750849323,0.3798440832115004,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,1.7204005520312481e-18,tnbc_wang2023,True,celltype_density
motif_tumor_high,control,single,15,0.9704879072345084,1.0,0.9027613974321472,0.8916425609380882,2.7334531300029634,1.0,0.2615841486668834,0.7151852764266265,0.4536011277597431,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,3.393380161636217e-16,tnbc_wang2023,False,celltype_density
motif_cd8_high,control,attention,15,0.9642917047883056,1.0,0.8864672262999572,0.8862691645631292,1.7079448084694382,0.0,0.4091680706578139,0.4926038521341988,0.0834357814763848,0.1333333333333333,1.0,0.4333333333333333,0.3333333333333333,fail_control,fail_control,fail_control,1.029929273632558e-05,bc_metabric_ali2020,False,celltype_density
motif_interface_immune,spatial,attention,15,0.5938671644284367,0.5333333333333333,0.4326506440168282,0.3980141407867744,1.1789352906537538,0.0,0.4855979259540393,0.4916006691161401,0.0060027431621008,0.1333333333333333,1.0,0.4333333333333333,0.3333333333333333,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.2362313247663191,bc_metabric_ali2020,True,celltype_density
motif_tumor_high,control,attention,15,0.9697188001718946,1.0,0.5214465829682465,0.4919942553258714,1.406247058278214,0.8666666666666667,0.4392965012390691,0.5080149111395404,0.0687184099004713,0.7333333333333333,1.0,0.4333333333333333,0.3333333333333333,pass_control,pass_control,pass_control,7.596075280856055e-07,bc_metabric_ali2020,False,celltype_density
motif_tumor_stroma_mixing,spatial,attention,15,0.7466045303672479,1.0,0.7731095330534858,0.6401031653473372,1.3565303378691906,0.1333333333333333,0.6987609426576623,0.4811428725405681,-0.217618070117094,0.0,1.0,0.4333333333333333,0.3333333333333333,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.999999999997925,bc_metabric_ali2020,True,celltype_density
motif_cd8_high,control,ig,15,0.9642917047883056,1.0,0.8267074770483698,0.7959006465919313,1.6665421097598343,0.0,0.3938960766332754,0.568166167056495,0.1742700904232197,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,1.4174118775882023e-11,bc_metabric_ali2020,False,celltype_density
motif_interface_immune,spatial,ig,15,0.5938671644284367,0.5333333333333333,0.4187461148984912,0.3802220587275722,1.1793371901361225,0.0,0.3223314897660096,0.6511666322172744,0.3288351424512647,0.5333333333333333,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,4.605301646427158e-09,bc_metabric_ali2020,True,celltype_density
motif_tumor_high,control,ig,15,0.9697188001718946,1.0,0.8022540337978454,0.7936834602133201,2.477629223436878,1.0,0.2977260859989282,0.68562984784038,0.3879037618414516,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,2.251684620778969e-16,bc_metabric_ali2020,False,celltype_density
motif_tumor_stroma_mixing,spatial,ig,15,0.7466045303672479,1.0,0.7117178016492526,0.5811018556660078,1.2837213305847692,0.0666666666666666,0.3779429319226164,0.6808422011737718,0.3028992692511555,1.0,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,5.931283373435035e-12,bc_metabric_ali2020,True,celltype_density
motif_cd8_high,control,one_removed,15,0.9642917047883056,1.0,0.7662111591737514,0.7467851990670304,1.4916305161453132,0.0,0.4203838493804814,0.5645147414009922,0.1441308920205107,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,1.7088704086654686e-12,bc_metabric_ali2020,False,celltype_density
motif_interface_immune,spatial,one_removed,15,0.5938671644284367,0.5333333333333333,0.4220603716355189,0.3844525158523769,1.1784682952322227,0.0,0.3449656214760789,0.6352169454893529,0.2902513240132739,0.5333333333333333,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,2.499885253661457e-08,bc_metabric_ali2020,True,celltype_density
motif_tumor_high,control,one_removed,15,0.9697188001718946,1.0,0.6924579763139259,0.6757595030240399,2.2434565902163097,1.0,0.351563033762312,0.6586669924594584,0.3071039586971461,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,8.166063926219626e-15,bc_metabric_ali2020,False,celltype_density
motif_tumor_stroma_mixing,spatial,one_removed,15,0.7466045303672479,1.0,0.7182373007048001,0.5764893847019276,1.1740456017006848,0.1333333333333333,0.3723849149371717,0.6257272336386727,0.2533423187015012,1.0,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,9.878115527056465e-13,bc_metabric_ali2020,True,celltype_density
motif_cd8_high,control,random,15,0.9642917047883056,1.0,0.7080589731483258,0.7295930182716861,0.9942347276373212,0.0,0.4716026535125263,0.4729041992426475,0.0013015457301212,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.432882127416745,bc_metabric_ali2020,False,celltype_density
motif_interface_immune,spatial,random,15,0.5938671644284367,0.5333333333333333,0.3865177716297746,0.3468688707854752,0.9690122217887076,0.0,0.4927051352989872,0.4934185066371432,0.000713371338156,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.4002507972081842,bc_metabric_ali2020,True,celltype_density
motif_tumor_high,control,random,15,0.9697188001718946,1.0,0.4030919933470131,0.4015591919431314,0.9898887565728154,0.0,0.502998054714441,0.5000753981456183,-0.0029226565688228,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.9678009588709144,bc_metabric_ali2020,False,celltype_density
motif_tumor_stroma_mixing,spatial,random,15,0.7466045303672479,1.0,0.6676259278089248,0.5228338373425466,1.010445528384791,0.0,0.5035544198759933,0.5026282923641758,-0.0009261275118171,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.6095519443695587,bc_metabric_ali2020,True,celltype_density
motif_cd8_high,control,single,15,0.9642917047883056,1.0,0.8689563066666189,0.876146883744502,1.6262374668704025,0.0,0.2634333356137147,0.6250260007775211,0.3615926651638065,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,6.836387166919726e-15,bc_metabric_ali2020,False,celltype_density
motif_interface_immune,spatial,single,15,0.5938671644284367,0.5333333333333333,0.431448367711893,0.4146460381766317,1.1656147836220885,0.0,0.2648415371891777,0.7070386890373068,0.442197151848129,0.5333333333333333,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,2.4274188411202007e-09,bc_metabric_ali2020,True,celltype_density
motif_tumor_high,control,single,15,0.9697188001718946,1.0,0.8365867398235765,0.8333110281223093,2.594348836380256,1.0,0.2634513219598861,0.7045029836562938,0.4410516616964077,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,2.4084589733144618e-17,bc_metabric_ali2020,False,celltype_density
