task,kind,explainer,n_folds,mean_auc,frac_auc_passed,mean_loc_auprc,mean_loc_auprc2,mean_loc_enrichment,frac_loc_passed,mean_aupc_morf,mean_aupc_lerf,mean_delta_lerf_morf,frac_faith_passed,control_auc_frac,control_loc_frac,control_frac_passed,loc_verdict,faith_verdict,verdict,p_morf_lt_random,dataset,selected,combo
motif_tumor_high,control,random,15,0.96991201470397,1.0,0.4035079224990399,0.4015206021365626,1.0063357096059404,0.0,0.4968682201812558,0.497806277936793,0.0009380577555371,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.6555331729114111,bc_metabric_ali2020,False,composition
motif_tumor_stroma_mixing,spatial,random,15,0.7660506554651324,1.0,0.6650579465755724,0.5223689340855061,0.9885148358665916,0.0,0.5133356485506682,0.518055967887498,0.0047203193368297,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.4424016942152671,bc_metabric_ali2020,True,composition
motif_cd8_high,control,single,15,0.9596166201098354,1.0,0.8943541236940722,0.9035603919145244,1.6850349740769266,0.0,0.2443055129035586,0.5983550336076304,0.3540495207040718,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,9.759955328992168e-16,bc_metabric_ali2020,False,composition
motif_interface_immune,spatial,single,15,0.5730730164126139,0.3333333333333333,0.4177533223612679,0.3971826218340289,1.131234962577851,0.0666666666666666,0.2221736594691684,0.6481345772578764,0.4259609177887079,0.3333333333333333,1.0,0.5,0.5,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,9.408054106548332e-06,bc_metabric_ali2020,True,composition
motif_tumor_high,control,single,15,0.96991201470397,1.0,0.9075414663022696,0.904357989568604,2.7302660692871323,1.0,0.2783090868283274,0.7106344737599308,0.4323253869316034,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,1.353657375622261e-14,bc_metabric_ali2020,False,composition
motif_tumor_stroma_mixing,spatial,single,15,0.7660506554651324,1.0,0.6172782736269082,0.5359322588778566,0.647069106725138,0.0,0.3993695857591879,0.7864330328777837,0.3870634471185957,1.0,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.1449896199132336e-11,bc_metabric_ali2020,True,composition
motif_apc_t_contact,spatial,attention,15,0.6535642703576606,0.7333333333333333,0.3604619909255868,0.3503662400970702,0.8353055416827427,0.0,0.3440600513299868,0.5929320984503864,0.2488720471203996,0.6666666666666666,0.8666666666666667,0.8333333333333334,0.8333333333333334,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,4.9005668064511176e-08,bc_jackson2020,True,mixing
motif_cd8_high,control,attention,15,0.9226432135502524,0.8666666666666667,0.6471528947556947,0.6309251166227098,1.7451775604036657,0.8666666666666667,0.4346436506644051,0.6656819248007094,0.2310382741363042,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.8333333333333334,pass_control,pass_control,pass_control,3.796918992020946e-11,bc_jackson2020,False,mixing
motif_cd8_tumor_contact,spatial,attention,15,0.6545126294335097,0.9333333333333332,0.4740106735275962,0.3921453944912808,1.144083956856884,0.0,0.6599973101325506,0.616907673202404,-0.0430896369301466,0.8,0.8666666666666667,0.8333333333333334,0.8333333333333334,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,0.9840762432796863,bc_jackson2020,True,mixing
motif_macrophage_tumor_niche,spatial,attention,15,0.5882662661405493,0.4,0.4094261803949349,0.3296691236544497,1.553001346908759,0.2666666666666666,0.6106828160204926,0.5132942258819003,-0.0973885901385921,0.0,0.8666666666666667,0.8333333333333334,0.8333333333333334,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.9987534789599174,bc_jackson2020,True,mixing
motif_t_tumor_mixing,spatial,attention,15,0.6629355405761213,0.8,0.4667460591073344,0.3845891038263034,1.0922820389222714,0.0,0.6508942496820795,0.6135577020557089,-0.0373365476263705,0.3333333333333333,0.8666666666666667,0.8333333333333334,0.8333333333333334,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.9292498141084627,bc_jackson2020,True,mixing
motif_tumor_high,control,attention,15,0.9400192306934264,0.8666666666666667,0.486790668752031,0.4587716622896691,1.4069664217131257,0.8,0.3987960104990183,0.564126590783505,0.1653305802844866,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.8333333333333334,pass_control,pass_control,pass_control,1.6610630656217845e-08,bc_jackson2020,True,mixing
motif_apc_t_contact,spatial,ig,15,0.6535642703576606,0.7333333333333333,0.3817479225736601,0.3699481521460187,1.0908314684787557,0.0,0.1900025645842951,0.842495567537663,0.6524930029533678,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,6.776311721397455e-10,bc_jackson2020,True,mixing
motif_cd8_high,control,ig,15,0.9226432135502524,0.8666666666666667,0.7173450786900519,0.6972909200090102,2.08967436641103,0.8666666666666667,0.39982863849014,0.8044890832630383,0.4046604447728983,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,pass_control,pass_control,pass_control,2.4096173463859068e-11,bc_jackson2020,False,mixing
motif_cd8_tumor_contact,spatial,ig,15,0.6545126294335097,0.9333333333333332,0.4748223636196837,0.396487545458172,1.2258299116115177,0.0,0.2812318922674022,0.883529244524085,0.6022973522566829,0.9333333333333332,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.0305876858850948e-14,bc_jackson2020,True,mixing
motif_macrophage_tumor_niche,spatial,ig,15,0.5882662661405493,0.4,0.4297784835020029,0.3770123948428083,1.87858921198629,0.4,0.1572883389033195,0.8526322791928272,0.6953439402895077,0.4,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,2.975672425743821e-07,bc_jackson2020,True,mixing
motif_t_tumor_mixing,spatial,ig,15,0.6629355405761213,0.8,0.4728288893535172,0.3964827246556141,1.2166042670709578,0.0,0.2793110999339844,0.8909798560458947,0.6116687561119103,0.8,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,6.567163129426652e-13,bc_jackson2020,True,mixing
motif_tumor_high,control,ig,15,0.9400192306934264,0.8666666666666667,0.7629739439082319,0.7508807833484124,2.313919776754322,0.8666666666666667,0.2337365532267714,0.7404655674443006,0.5067290142175291,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,pass_control,pass_control,pass_control,2.892205190949957e-13,bc_jackson2020,True,mixing
motif_apc_t_contact,spatial,one_removed,15,0.6535642703576606,0.7333333333333333,0.3861292746041142,0.3740329147814492,1.0590454632497812,0.0,0.2877181381041384,0.8053085593699407,0.5175904212658022,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,9.29275470956152e-09,bc_jackson2020,True,mixing
motif_cd8_high,control,one_removed,15,0.9226432135502524,0.8666666666666667,0.5982447369509996,0.5812856685454469,1.8674526083603529,0.8666666666666667,0.4901937125323039,0.7745203592914419,0.2843266467591379,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,pass_control,pass_control,pass_control,2.894275544111773e-10,bc_jackson2020,False,mixing
motif_cd8_tumor_contact,spatial,one_removed,15,0.6545126294335097,0.9333333333333332,0.4593950118468212,0.3863027767160331,1.1949844642465808,0.0,0.3470736536281559,0.8378009401282337,0.4907272865000778,0.9333333333333332,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,3.235887043613136e-13,bc_jackson2020,True,mixing
motif_macrophage_tumor_niche,spatial,one_removed,15,0.5882662661405493,0.4,0.4097627801463726,0.3639709241833029,1.8047940166936571,0.4,0.2263125082614024,0.798476291031546,0.5721637827701437,0.4,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,9.005674706365545e-06,bc_jackson2020,True,mixing
motif_t_tumor_mixing,spatial,one_removed,15,0.6629355405761213,0.8,0.457611438614988,0.3871556772353593,1.176536876703224,0.0,0.3519067337473268,0.8533443639285893,0.5014376301812625,0.8,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.0404408216614969e-12,bc_jackson2020,True,mixing
motif_tumor_high,control,one_removed,15,0.9400192306934264,0.8666666666666667,0.6727610804437132,0.6584962071289276,2.136618446012567,0.8666666666666667,0.3130701458366409,0.7169271409519085,0.4038569951152676,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,pass_control,pass_control,pass_control,2.8110865706696456e-11,bc_jackson2020,True,mixing
motif_apc_t_contact,spatial,random,15,0.6535642703576606,0.7333333333333333,0.3722321492003836,0.3588358620337283,1.06693888843091,0.0,0.577459354702427,0.5666423851546554,-0.0108169695477716,0.0,0.8666666666666667,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.7158865033472339,bc_jackson2020,True,mixing
motif_cd8_high,control,random,15,0.9226432135502524,0.8666666666666667,0.4641750277970212,0.4825967558670895,1.011467198628948,0.0,0.643483965065047,0.6464601041213652,0.0029761390563182,0.0,0.8666666666666667,0.0,0.0,fail_control,fail_control,fail_control,0.6427131897541253,bc_jackson2020,False,mixing
motif_cd8_tumor_contact,spatial,random,15,0.6545126294335097,0.9333333333333332,0.4322312489125987,0.3678902350271014,0.9878306089978606,0.0,0.6178981389407319,0.6153108394212425,-0.0025872995194893,0.0,0.8666666666666667,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.7069300080002863,bc_jackson2020,True,mixing
motif_macrophage_tumor_niche,spatial,random,15,0.5882662661405493,0.4,0.3129388818412615,0.2901720281150809,1.0088393436347725,0.0,0.520588047292106,0.5225590536538799,0.0019710063617739,0.0,0.8666666666666667,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.8047635143918438,bc_jackson2020,True,mixing
motif_t_tumor_mixing,spatial,random,15,0.6629355405761213,0.8,0.4293693712652657,0.3635627015816531,0.9922598156951682,0.0,0.6100193697675543,0.610027205388941,7.8356213865996e-06,0.0,0.8666666666666667,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.1347465033392505,bc_jackson2020,True,mixing
motif_tumor_high,control,random,15,0.9400192306934264,0.8666666666666667,0.4022186819981905,0.4078532735127329,0.9971924192698126,0.0,0.5408071782556447,0.5403969105464747,-0.00041026770917,0.0,0.8666666666666667,0.0,0.0,fail_control,fail_control,fail_control,0.6698285265693524,bc_jackson2020,True,mixing
motif_apc_t_contact,spatial,single,15,0.6535642703576606,0.7333333333333333,0.3887865221990799,0.3772666327322007,1.1946309568185909,0.0,0.1237128658660671,0.8593549956700404,0.7356421298039731,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.4205091452117643e-10,bc_jackson2020,True,mixing
motif_cd8_high,control,single,15,0.9226432135502524,0.8666666666666667,0.7580415945117012,0.7664250300297868,2.146338502562162,0.8666666666666667,0.2870200902303548,0.827614113019579,0.5405940227892244,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,pass_control,pass_control,pass_control,1.6205369000647947e-14,bc_jackson2020,False,mixing
motif_cd8_tumor_contact,spatial,single,15,0.6545126294335097,0.9333333333333332,0.4775042743687182,0.3950615199221782,1.192335990966239,0.1333333333333333,0.2316706216005613,0.9118668550954284,0.6801962334948671,0.9333333333333332,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,2.066634801525971e-15,bc_jackson2020,True,mixing
motif_macrophage_tumor_niche,spatial,single,15,0.5882662661405493,0.4,0.4270993207865847,0.3728549063954147,1.8719096406884737,0.4,0.133931117618411,0.8990017648815657,0.7650706472631544,0.4,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,8.631669570220995e-08,bc_jackson2020,True,mixing
motif_t_tumor_mixing,spatial,single,15,0.6629355405761213,0.8,0.4748129700876373,0.3948629652037596,1.193683834128808,0.0666666666666666,0.2293010622970176,0.9157652355312128,0.6864641732341951,0.8,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,8.85322615123569e-13,bc_jackson2020,True,mixing
motif_tumor_high,control,single,15,0.9400192306934264,0.8666666666666667,0.7795138320936855,0.780007682317361,2.362575129470071,0.8666666666666667,0.1963443618102476,0.7428570981711621,0.5465127363609145,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,pass_control,pass_control,pass_control,2.5382438701534774e-14,bc_jackson2020,True,mixing
motif_cd8_clustering,spatial,attention,15,0.8449522215117599,1.0,0.449096439693075,0.410858874322092,3.5955200747049334,1.0,0.3098369917451701,0.4599850456781018,0.1501480539329316,0.3333333333333333,0.9666666666666668,0.4,0.3333333333333333,pass_spatial,unfaithful_or_fail,looks_biological_unfaithful,2.465327160464293e-06,hnc_wu2022,True,mixing
motif_cd8_high,control,attention,15,0.968523328509617,1.0,0.4955553706219995,0.4684392268221113,1.4274412868111062,0.6666666666666666,0.3418121222346297,0.5131496231769473,0.1713375009423176,0.8,0.9666666666666668,0.4,0.3333333333333333,pass_control,pass_control,pass_control,2.129053189275844e-09,hnc_wu2022,False,mixing
motif_immune_exclusion,spatial,attention,15,0.9189913140030992,1.0,0.3176288320101272,0.4081261908563786,1.9073851267429425,0.9333333333333332,0.3811685455205395,0.5121191709021784,0.1309506253816388,0.4666666666666667,0.9666666666666668,0.4,0.3333333333333333,pass_spatial,unfaithful_or_fail,looks_biological_unfaithful,3.054240722422405e-05,hnc_wu2022,True,mixing
motif_tumor_high,control,attention,15,0.955445126633458,0.9333333333333332,0.4319918191231924,0.4168475440337439,1.152607193683065,0.1333333333333333,0.4701970378535322,0.4686314149499804,-0.0015656229035516,0.1333333333333333,0.9666666666666668,0.4,0.3333333333333333,fail_control,fail_control,fail_control,0.3379536419609361,hnc_wu2022,False,mixing
motif_cd8_clustering,spatial,ig,15,0.8449522215117599,1.0,0.5083483908878124,0.3570719294606731,4.0996750750291655,1.0,0.1511828649096885,0.7367830326876902,0.585600167778002,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,7.253779105221023e-13,hnc_wu2022,True,mixing
motif_cd8_high,control,ig,15,0.968523328509617,1.0,0.7706717613308584,0.7585303343484884,2.4697924603989976,1.0,0.1907051914055522,0.7725502311376709,0.5818450397321187,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,3.679347129011264e-15,hnc_wu2022,False,mixing
motif_immune_exclusion,spatial,ig,15,0.9189913140030992,1.0,0.3977648708894647,0.5197113349679073,2.703745919494785,1.0,0.1617075829644066,0.8161199970942213,0.6544124141298148,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,5.633025276973264e-13,hnc_wu2022,True,mixing
motif_tumor_high,control,ig,15,0.955445126633458,0.9333333333333332,0.830168052670266,0.8184916379055966,2.605288434011184,0.9333333333333332,0.1436356064639731,0.8112667354348478,0.6676311289708747,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,2.471365746315379e-13,hnc_wu2022,False,mixing
motif_cd8_clustering,spatial,one_removed,15,0.8449522215117599,1.0,0.4343358509908192,0.3127260701826189,3.792859298114047,1.0,0.2302774239952059,0.6721555341633055,0.4418781101680996,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,3.665310343217079e-11,hnc_wu2022,True,mixing
motif_cd8_high,control,one_removed,15,0.968523328509617,1.0,0.6149608376357205,0.6098192859070396,2.146394888084452,1.0,0.277127389447206,0.7002476825483973,0.4231202931011912,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,6.338805886498159e-13,hnc_wu2022,False,mixing
motif_immune_exclusion,spatial,one_removed,15,0.9189913140030992,1.0,0.3275932245826806,0.4604650583543829,2.449261666560166,1.0,0.2847950538238378,0.7097357908242743,0.4249407370004365,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,6.407910684346188e-11,hnc_wu2022,True,mixing
motif_tumor_high,control,one_removed,15,0.955445126633458,0.9333333333333332,0.7682657652189789,0.7514287481826195,2.4756925609139726,0.9333333333333332,0.1973050618843008,0.7498534750838892,0.5525484131995884,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,8.861392485167105e-13,hnc_wu2022,False,mixing
motif_cd8_clustering,spatial,random,15,0.8449522215117599,1.0,0.1904328376436445,0.1726496019505517,0.9701513572630128,0.0,0.4522147466592133,0.4421556651409637,-0.0100590815182495,0.0,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.7701034704675147,hnc_wu2022,True,mixing
motif_cd8_high,control,random,15,0.968523328509617,1.0,0.3822960441861319,0.4050362418234492,1.0022766779424976,0.0,0.5042964765690104,0.502389215565696,-0.0019072610033144,0.0,0.9666666666666668,0.0,0.0,fail_control,fail_control,fail_control,0.307504615492557,hnc_wu2022,False,mixing
motif_immune_exclusion,spatial,random,15,0.9189913140030992,1.0,0.1894597703002213,0.3668813007078871,0.9866286098333364,0.0,0.5070084307275979,0.4973878841260986,-0.0096205466014992,0.0,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.8430812896351787,hnc_wu2022,True,mixing
motif_tumor_high,control,random,15,0.955445126633458,0.9333333333333332,0.3495921349499536,0.3498756305016171,1.0051588775308444,0.0,0.475050171652878,0.4732573638363958,-0.0017928078164822,0.0,0.9666666666666668,0.0,0.0,fail_control,fail_control,fail_control,0.1123414384449827,hnc_wu2022,False,mixing
motif_cd8_clustering,spatial,single,15,0.8449522215117599,1.0,0.4371408613516498,0.3185421429306852,3.5293548833477075,1.0,0.0903689886506413,0.7904796752001408,0.7001106865494994,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,8.018857435595287e-15,hnc_wu2022,True,mixing
motif_cd8_high,control,single,15,0.968523328509617,1.0,0.7919494955054599,0.7863733116949508,2.5644185945803004,1.0,0.1455674749887741,0.7882567796351155,0.6426893046463413,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,9.323467746811606e-16,hnc_wu2022,False,mixing
motif_immune_exclusion,spatial,single,15,0.9189913140030992,1.0,0.4007336714916765,0.5244345657217188,2.7051767178197306,1.0,0.1227135377321479,0.8391553229562017,0.7164417852240538,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,2.4185175395917963e-14,hnc_wu2022,True,mixing
motif_tumor_high,control,single,15,0.955445126633458,0.9333333333333332,0.8902572499643702,0.8719953534535291,2.805825888611305,0.9333333333333332,0.1516392661605772,0.8092799725048904,0.6576407063443132,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,1.667770080912677e-13,hnc_wu2022,False,mixing
motif_cd8_high,control,attention,15,0.9720046976431156,1.0,0.726711041868891,0.7025385634002319,1.7376343095175026,1.0,0.3415527711911597,0.541100056335431,0.1995472851442712,1.0,1.0,0.8333333333333334,0.8,pass_control,pass_control,pass_control,2.602662035508309e-15,tnbc_wang2023,True,mixing
motif_tumor_high,control,attention,15,0.9706098562239098,1.0,0.5108023991969922,0.4930371210024198,1.3640611141744992,0.6666666666666666,0.4470111667311586,0.5256927434868304,0.0786815767556718,0.7333333333333333,1.0,0.8333333333333334,0.8,pass_control,pass_control,pass_control,2.617708319084114e-06,tnbc_wang2023,False,mixing
motif_cd8_high,control,ig,15,0.9720046976431156,1.0,0.8439701385140619,0.8408890229218074,2.097240212988837,1.0,0.2729217381608009,0.6771794413205704,0.4042577031597693,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,3.018661301577441e-16,tnbc_wang2023,True,mixing
motif_tumor_high,control,ig,15,0.9706098562239098,1.0,0.7937055850636032,0.8035854290541817,2.393068391961815,1.0,0.2731023482115455,0.732722604132535,0.4596202559209893,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,8.436241511306664e-15,tnbc_wang2023,False,mixing
motif_cd8_high,control,one_removed,15,0.9720046976431156,1.0,0.7852226853718361,0.7632486767197673,2.055266164205852,1.0,0.3423691886678794,0.6566665207583106,0.3142973320904311,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,9.242178459140477e-13,tnbc_wang2023,True,mixing
motif_tumor_high,control,one_removed,15,0.9706098562239098,1.0,0.697848970023897,0.6989659513247845,2.170467595825885,1.0,0.3231250822137845,0.6939414021276121,0.3708163199138277,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,5.839969944391397e-14,tnbc_wang2023,False,mixing
motif_cd8_high,control,random,15,0.9720046976431156,1.0,0.558495290211722,0.5729309799174536,1.0119126068153197,0.0,0.514821287426827,0.516799605211632,0.0019783177848049,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.08764100200649,tnbc_wang2023,True,mixing
motif_tumor_high,control,random,15,0.9706098562239098,1.0,0.3971719058146561,0.4016218271063163,1.004455118709429,0.0,0.5150521167942942,0.5168613274991531,0.0018092107048588,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.5840466833354894,tnbc_wang2023,False,mixing
motif_cd8_high,control,single,15,0.9720046976431156,1.0,0.848785213229365,0.8624388546126904,2.0963726597953065,1.0,0.2468827489277082,0.6754512281565209,0.4285684792288128,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,5.9903324179199295e-18,tnbc_wang2023,True,mixing
motif_tumor_high,control,single,15,0.9706098562239098,1.0,0.8080445182338213,0.8212006695184678,2.45078785406402,1.0,0.2648670786623484,0.7382219667432134,0.4733548880808652,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,9.15620379929832e-15,tnbc_wang2023,False,mixing
motif_cd8_high,control,attention,15,0.9521450805591726,1.0,0.8373644033522439,0.845083455860246,1.5266350118794985,0.0,0.3396967526258318,0.5197822869292044,0.1800855343033725,0.8666666666666667,1.0,0.0333333333333333,0.0333333333333333,fail_control,pass_control,fail_control,2.3001126516212868e-11,bc_metabric_ali2020,False,mixing
motif_interface_immune,spatial,attention,15,0.6152279664031474,0.4666666666666667,0.4449505338213506,0.4030245649115455,1.3760309637032564,0.0666666666666666,0.3863101987564206,0.4984236063889712,0.1121134076325505,0.2,1.0,0.0333333333333333,0.0333333333333333,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.0036757900447655,bc_metabric_ali2020,True,mixing
motif_tumor_high,control,attention,15,0.968200386707368,1.0,0.4582183404057542,0.4500235640753543,1.1591035128436349,0.0666666666666666,0.5182069167576477,0.5185583343173807,0.0003514175597328,0.3333333333333333,1.0,0.0333333333333333,0.0333333333333333,fail_control,fail_control,fail_control,0.4991516082784059,bc_metabric_ali2020,False,mixing
motif_tumor_stroma_mixing,spatial,attention,15,0.7058145941742333,1.0,0.734355320411943,0.6027551665877808,1.2511981937263597,0.0,0.70456362035085,0.4617805859911323,-0.2427830343597176,0.0,1.0,0.0333333333333333,0.0333333333333333,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.9999999999686352,bc_metabric_ali2020,True,mixing
motif_cd8_high,control,ig,15,0.9521450805591726,1.0,0.8695627998285987,0.8622673552955589,1.6750586291381682,0.0,0.2804883297841791,0.6963495481235802,0.4158612183394012,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,7.27820107466831e-14,bc_metabric_ali2020,False,mixing
motif_interface_immune,spatial,ig,15,0.6152279664031474,0.4666666666666667,0.4383558752198134,0.4054559141570567,1.5043576346314669,0.2666666666666666,0.1797576880470399,0.8053099731814264,0.6255522851343864,0.4666666666666667,1.0,0.5,0.5,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,6.693891219032491e-07,bc_metabric_ali2020,True,mixing
motif_tumor_high,control,ig,15,0.968200386707368,1.0,0.6995174207038679,0.7085338380069274,2.051184510475933,1.0,0.2759400101086248,0.7382204181590983,0.4622804080504733,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,2.6585840324035574e-15,bc_metabric_ali2020,False,mixing
motif_tumor_stroma_mixing,spatial,ig,15,0.7058145941742333,1.0,0.6946144855946944,0.543618436316598,1.164407556929976,0.0,0.2122957043496077,0.8363951259195643,0.6240994215699567,1.0,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,3.460043274707428e-13,bc_metabric_ali2020,True,mixing
motif_cd8_high,control,one_removed,15,0.9521450805591726,1.0,0.8072755980218597,0.7955831608704432,1.598882552811311,0.0,0.3504030995865357,0.6472334213249533,0.2968303217384175,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,8.697725044683187e-13,bc_metabric_ali2020,False,mixing
motif_interface_immune,spatial,one_removed,15,0.6152279664031474,0.4666666666666667,0.428440740404684,0.3938904923274919,1.4262105217040826,0.2,0.2357562806322694,0.7630937671790429,0.5273374865467735,0.4666666666666667,1.0,0.5,0.5,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,1.4849173797506467e-06,bc_metabric_ali2020,True,mixing
motif_tumor_high,control,one_removed,15,0.968200386707368,1.0,0.6030758342718844,0.6041219633082321,1.8535449448837904,1.0,0.340009700125728,0.6904891452559881,0.3504794451302601,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,4.90888429310392e-13,bc_metabric_ali2020,False,mixing
motif_tumor_stroma_mixing,spatial,one_removed,15,0.7058145941742333,1.0,0.6914459286724007,0.5416722544544265,1.0953415277647016,0.0,0.2486210344856592,0.7591210571229746,0.5105000226373154,1.0,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,3.205018128952943e-13,bc_metabric_ali2020,True,mixing
motif_cd8_high,control,random,15,0.9521450805591726,1.0,0.7075380385630478,0.7292450234036132,0.9939513977856742,0.0,0.4962968521681656,0.4926771427238215,-0.0036197094443441,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.5603396139213963,bc_metabric_ali2020,False,mixing
motif_interface_immune,spatial,random,15,0.6152279664031474,0.4666666666666667,0.3760251612416777,0.3443404001395286,0.9770843084070808,0.0,0.4900114314979681,0.4817532167398576,-0.0082582147581105,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.9302179735649366,bc_metabric_ali2020,True,mixing
motif_tumor_high,control,random,15,0.968200386707368,1.0,0.4029346129095826,0.4029931113672455,1.0025370445219524,0.0,0.5175342620924674,0.5227521009300367,0.0052178388375692,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.4070086806387198,bc_metabric_ali2020,False,mixing
motif_tumor_stroma_mixing,spatial,random,15,0.7058145941742333,1.0,0.6683690563768548,0.5229485880483468,1.027488796604623,0.0,0.494429214308579,0.4948859672088589,0.0004567529002797,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.824565866043957,bc_metabric_ali2020,True,mixing
