method,dataset,task,kind,raw_passed,protocol_passed,verdict,dataset_controls_ok,mean_auc,frac_auc_passed,frac_loc_passed,frac_faith_passed,mean_loc_enrichment,mean_delta_lerf_morf,native_verdict,loc_verdict,faith_verdict,combo,explainer
mil_celltype_density_attention,hnc_wu2022,motif_cd8_clustering,spatial,True,False,fail_control_block,False,0.8814546119443132,1.0,1.0,0.8666666666666667,4.545552672523434,0.2529347505605603,pass_spatial,pass_spatial,pass_spatial,celltype_density,attention
mil_celltype_density_attention,hnc_wu2022,motif_immune_exclusion,spatial,True,False,fail_control_block,False,0.7901308675175936,1.0,0.6,0.6666666666666666,1.2229085150648658,0.1670645504854656,pass_spatial,pass_spatial,pass_spatial,celltype_density,attention
mil_celltype_density_attention,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,True,0.9666080530699664,1.0,0.7333333333333333,0.6666666666666666,1.7491748591174907,0.1281331201804466,pass_control,pass_control,pass_control,celltype_density,attention
mil_celltype_density_ig,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_spatial,True,0.630607858583381,0.5333333333333333,0.0,0.5333333333333333,0.5160427082039364,0.2692630949466117,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,ig
mil_celltype_density_ig,bc_jackson2020,motif_cd8_tumor_contact,spatial,True,True,pass_spatial,True,0.823070424942973,1.0,0.7333333333333333,1.0,1.427113411124193,0.2987211015734279,pass_spatial,pass_spatial,pass_spatial,celltype_density,ig
mil_celltype_density_ig,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_spatial,True,0.6001019885385936,0.3333333333333333,0.2666666666666666,0.3333333333333333,1.5533216194280322,0.2727919137954713,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,ig
mil_celltype_density_ig,bc_jackson2020,motif_t_tumor_mixing,spatial,True,True,pass_spatial,True,0.821215267166264,1.0,0.6666666666666666,1.0,1.4067193181066575,0.3013812317538415,pass_spatial,pass_spatial,pass_spatial,celltype_density,ig
mil_celltype_density_ig,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,0.9778972614030472,1.0,1.0,1.0,2.7149845119154663,0.4235133201647711,pass_control,pass_control,pass_control,celltype_density,ig
mil_celltype_density_ig,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,0.5938671644284367,0.5333333333333333,0.0,0.5333333333333333,1.1793371901361225,0.3288351424512647,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,ig
mil_celltype_density_ig,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.7466045303672479,1.0,0.0666666666666666,1.0,1.2837213305847692,0.3028992692511555,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,ig
mil_celltype_density_ig,hnc_wu2022,motif_cd8_clustering,spatial,True,True,pass_spatial,True,0.8814546119443132,1.0,1.0,1.0,4.710818412983968,0.3696942860236822,pass_spatial,pass_spatial,pass_spatial,celltype_density,ig
mil_celltype_density_ig,hnc_wu2022,motif_immune_exclusion,spatial,True,True,pass_spatial,True,0.7901308675175936,1.0,0.7333333333333333,1.0,1.7727545525418846,0.4907567939242749,pass_spatial,pass_spatial,pass_spatial,celltype_density,ig
mil_celltype_density_ig,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,True,0.9666080530699664,1.0,1.0,1.0,2.16843111319644,0.2596293222375128,pass_control,pass_control,pass_control,celltype_density,ig
mil_celltype_density_one_removed,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_spatial,True,0.630607858583381,0.5333333333333333,0.0,0.5333333333333333,0.6447509270569689,0.2195332400829981,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,one_removed
mil_celltype_density_one_removed,bc_jackson2020,motif_cd8_tumor_contact,spatial,True,True,pass_spatial,True,0.823070424942973,1.0,0.5333333333333333,1.0,1.3943673630315003,0.2498026100667182,pass_spatial,pass_spatial,pass_spatial,celltype_density,one_removed
mil_celltype_density_one_removed,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_spatial,True,0.6001019885385936,0.3333333333333333,0.2,0.3333333333333333,1.5245851463664477,0.2534953032282901,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,one_removed
mil_celltype_density_one_removed,bc_jackson2020,motif_t_tumor_mixing,spatial,True,True,pass_spatial,True,0.821215267166264,1.0,0.6,1.0,1.3770469203848124,0.249896753652955,pass_spatial,pass_spatial,pass_spatial,celltype_density,one_removed
mil_celltype_density_one_removed,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,0.9778972614030472,1.0,1.0,1.0,2.561974353946899,0.3637940066983284,pass_control,pass_control,pass_control,celltype_density,one_removed
mil_celltype_density_one_removed,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,0.5938671644284367,0.5333333333333333,0.0,0.5333333333333333,1.1784682952322227,0.2902513240132739,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,one_removed
mil_celltype_density_one_removed,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.7466045303672479,1.0,0.1333333333333333,1.0,1.1740456017006848,0.2533423187015012,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,one_removed
mil_celltype_density_one_removed,hnc_wu2022,motif_cd8_clustering,spatial,True,True,pass_spatial,True,0.8814546119443132,1.0,1.0,1.0,3.870575023169742,0.2934342292550652,pass_spatial,pass_spatial,pass_spatial,celltype_density,one_removed
mil_celltype_density_one_removed,hnc_wu2022,motif_immune_exclusion,spatial,True,True,pass_spatial,True,0.7901308675175936,1.0,0.7333333333333333,1.0,1.723136480947496,0.3992012918920676,pass_spatial,pass_spatial,pass_spatial,celltype_density,one_removed
mil_celltype_density_one_removed,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,True,0.9666080530699664,1.0,1.0,1.0,1.921363195997604,0.1912420284089021,pass_control,pass_control,pass_control,celltype_density,one_removed
mil_celltype_density_random,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_control_block,False,0.630607858583381,0.5333333333333333,0.0,0.0,0.9412266021366164,-0.0041681907458625,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,random
mil_celltype_density_random,bc_jackson2020,motif_cd8_tumor_contact,spatial,False,False,fail_control_block,False,0.823070424942973,1.0,0.0,0.0,1.0207548255881025,0.0020907255837755,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,random
mil_celltype_density_random,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_control_block,False,0.6001019885385936,0.3333333333333333,0.0,0.0,1.024470873962038,-0.0047650614219955,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,random
mil_celltype_density_random,bc_jackson2020,motif_t_tumor_mixing,spatial,False,False,fail_control_block,False,0.821215267166264,1.0,0.0,0.0,1.0177189072594048,-0.0010804190924891,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,random
mil_celltype_density_random,bc_jackson2020,motif_tumor_high,control,False,False,fail_control,False,0.9778972614030472,1.0,0.0,0.0,0.9889418160022638,-0.0008116177432985,fail_control,fail_control,fail_control,celltype_density,random
mil_celltype_density_random,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,0.5938671644284367,0.5333333333333333,0.0,0.0,0.9690122217887076,0.000713371338156,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,random
mil_celltype_density_random,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.7466045303672479,1.0,0.0,0.0,1.010445528384791,-0.0009261275118171,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,random
mil_celltype_density_random,hnc_wu2022,motif_cd8_clustering,spatial,False,False,fail_control_block,False,0.8814546119443132,1.0,0.0,0.0,0.9701513572630128,0.006236788534763,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,random
mil_celltype_density_random,hnc_wu2022,motif_immune_exclusion,spatial,False,False,fail_control_block,False,0.7901308675175936,1.0,0.0,0.0,0.9866286098333364,-0.0046521267245511,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,random
mil_celltype_density_random,tnbc_wang2023,motif_cd8_high,control,False,False,fail_control,False,0.9666080530699664,1.0,0.0,0.0,1.0119126068153197,0.0002294908623261,fail_control,fail_control,fail_control,celltype_density,random
mil_celltype_density_single,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_spatial,True,0.630607858583381,0.5333333333333333,0.0,0.5333333333333333,0.6785819423598526,0.3498109280797312,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,single
mil_celltype_density_single,bc_jackson2020,motif_cd8_tumor_contact,spatial,False,False,fail_spatial,True,0.823070424942973,1.0,0.0666666666666666,1.0,0.8524705610330336,0.3803734001702743,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,single
mil_celltype_density_single,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_spatial,True,0.6001019885385936,0.3333333333333333,0.0666666666666666,0.3333333333333333,1.1735816131562609,0.3630663786896309,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,celltype_density,single
mil_celltype_density_single,bc_jackson2020,motif_t_tumor_mixing,spatial,False,False,fail_spatial,True,0.821215267166264,1.0,0.0,1.0,0.8327622889684856,0.3790384066898401,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,single
mil_celltype_density_single,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,0.9778972614030472,1.0,1.0,1.0,2.723774165009003,0.4633869708774293,pass_control,pass_control,pass_control,celltype_density,single
mil_celltype_density_single,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,0.5938671644284367,0.5333333333333333,0.0,0.5333333333333333,1.1656147836220885,0.442197151848129,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,single
mil_celltype_density_single,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.7466045303672479,1.0,0.0,1.0,0.6071344565721027,0.3899174643796066,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,celltype_density,single
mil_celltype_density_single,hnc_wu2022,motif_cd8_clustering,spatial,True,True,pass_spatial,True,0.8814546119443132,1.0,1.0,1.0,4.48286723417912,0.5246261911447061,pass_spatial,pass_spatial,pass_spatial,celltype_density,single
mil_celltype_density_single,hnc_wu2022,motif_immune_exclusion,spatial,True,True,pass_spatial,True,0.7901308675175936,1.0,0.8,1.0,2.4925930321033345,0.5391690662063271,pass_spatial,pass_spatial,pass_spatial,celltype_density,single
mil_celltype_density_single,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,True,0.9666080530699664,1.0,1.0,1.0,2.113299782663843,0.3798440832115004,pass_control,pass_control,pass_control,celltype_density,single
mil_composition_mixing_attention,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_spatial,True,0.643497219345829,0.6,0.0,0.6,0.9143179696512994,0.2310652954252035,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,attention
mil_composition_mixing_attention,bc_jackson2020,motif_cd8_tumor_contact,spatial,False,False,fail_spatial,True,0.6627077016787007,0.8666666666666667,0.0,0.7333333333333333,1.1911242607798778,-0.0401816886394027,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,attention
mil_composition_mixing_attention,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_spatial,True,0.5813560851469162,0.4,0.2,0.0666666666666666,1.5566904072016998,-0.0653744756682014,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,attention
mil_composition_mixing_attention,bc_jackson2020,motif_t_tumor_mixing,spatial,False,False,fail_spatial,True,0.677509861105593,0.9333333333333332,0.0,0.6666666666666666,1.146629038492199,-0.0326564498589439,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,attention
mil_composition_mixing_attention,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,0.9429055439254844,0.9333333333333332,0.8666666666666667,0.8,1.3991748027877755,0.1527783643811727,pass_control,pass_control,pass_control,composition_mixing,attention
mil_composition_mixing_attention,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,0.6277451341817942,0.7333333333333333,0.2666666666666666,0.2666666666666666,1.429728445292186,0.1088354991770656,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,attention
mil_composition_mixing_attention,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.706919258533313,1.0,0.0,0.0,1.243664521194738,-0.2617831963926402,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,attention
mil_composition_mixing_attention,hnc_wu2022,motif_cd8_clustering,spatial,False,False,fail_control_block,False,0.8476794489794562,1.0,1.0,0.3333333333333333,3.607107122660711,0.175499194634959,looks_biological_unfaithful,pass_spatial,unfaithful_or_fail,composition_mixing,attention
mil_composition_mixing_attention,hnc_wu2022,motif_immune_exclusion,spatial,True,False,fail_control_block,False,0.9210933502178176,1.0,0.9333333333333332,0.5333333333333333,1.863784204290052,0.1501626385888801,pass_spatial,pass_spatial,pass_spatial,composition_mixing,attention
mil_composition_mixing_attention,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,False,0.9730582893394994,1.0,1.0,1.0,1.698533913840449,0.1450407888250419,pass_control,pass_control,pass_control,composition_mixing,attention
mil_composition_mixing_ig,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_spatial,True,0.643497219345829,0.6,0.0,0.6,1.0808457686271309,0.6485485535980514,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,ig
mil_composition_mixing_ig,bc_jackson2020,motif_cd8_tumor_contact,spatial,False,False,fail_spatial,True,0.6627077016787007,0.8666666666666667,0.0,0.8666666666666667,1.22414419190055,0.5899929598768203,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,ig
mil_composition_mixing_ig,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_spatial,True,0.5813560851469162,0.4,0.4,0.4,1.9845755206203857,0.7002747101926273,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,ig
mil_composition_mixing_ig,bc_jackson2020,motif_t_tumor_mixing,spatial,False,False,fail_spatial,True,0.677509861105593,0.9333333333333332,0.0,0.9333333333333332,1.2315705050710746,0.6009770175002266,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,ig
mil_composition_mixing_ig,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,0.9429055439254844,0.9333333333333332,0.9333333333333332,0.9333333333333332,2.3674896140629795,0.4983562431203179,pass_control,pass_control,pass_control,composition_mixing,ig
mil_composition_mixing_ig,bc_metabric_ali2020,motif_interface_immune,spatial,True,False,fail_control_block,False,0.6277451341817942,0.7333333333333333,0.5333333333333333,0.7333333333333333,1.480296842432918,0.655654097890504,pass_spatial,pass_spatial,pass_spatial,composition_mixing,ig
mil_composition_mixing_ig,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.706919258533313,1.0,0.0,1.0,1.1990532343157885,0.6091611286810964,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,ig
mil_composition_mixing_ig,hnc_wu2022,motif_cd8_clustering,spatial,True,True,pass_spatial,True,0.8476794489794562,1.0,1.0,1.0,4.085387822704986,0.590844505506497,pass_spatial,pass_spatial,pass_spatial,composition_mixing,ig
mil_composition_mixing_ig,hnc_wu2022,motif_immune_exclusion,spatial,True,True,pass_spatial,True,0.9210933502178176,1.0,1.0,1.0,2.674076110514664,0.6555692222466303,pass_spatial,pass_spatial,pass_spatial,composition_mixing,ig
mil_composition_mixing_ig,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,True,0.9730582893394994,1.0,1.0,1.0,2.1051875935208395,0.396501665631031,pass_control,pass_control,pass_control,composition_mixing,ig
mil_composition_mixing_one_removed,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_spatial,True,0.643497219345829,0.6,0.0,0.6,1.079522646821592,0.522934767072152,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,one_removed
mil_composition_mixing_one_removed,bc_jackson2020,motif_cd8_tumor_contact,spatial,False,False,fail_spatial,True,0.6627077016787007,0.8666666666666667,0.0,0.8666666666666667,1.1870269972456744,0.4625440484460487,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,one_removed
mil_composition_mixing_one_removed,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_spatial,True,0.5813560851469162,0.4,0.3333333333333333,0.4,1.854547278384994,0.5800791303577193,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,one_removed
mil_composition_mixing_one_removed,bc_jackson2020,motif_t_tumor_mixing,spatial,False,False,fail_spatial,True,0.677509861105593,0.9333333333333332,0.0,0.9333333333333332,1.1833815721945484,0.4783736169681847,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,one_removed
mil_composition_mixing_one_removed,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,0.9429055439254844,0.9333333333333332,0.9333333333333332,0.9333333333333332,2.1546455815883063,0.3942418333538272,pass_control,pass_control,pass_control,composition_mixing,one_removed
mil_composition_mixing_one_removed,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,0.6277451341817942,0.7333333333333333,0.3333333333333333,0.7333333333333333,1.4366253854202578,0.5461368937136281,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,one_removed
mil_composition_mixing_one_removed,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.706919258533313,1.0,0.0,1.0,1.1170860921824155,0.5001579146354045,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,one_removed
mil_composition_mixing_one_removed,hnc_wu2022,motif_cd8_clustering,spatial,True,True,pass_spatial,True,0.8476794489794562,1.0,1.0,1.0,3.789323988268639,0.4336048721461178,pass_spatial,pass_spatial,pass_spatial,composition_mixing,one_removed
mil_composition_mixing_one_removed,hnc_wu2022,motif_immune_exclusion,spatial,True,True,pass_spatial,True,0.9210933502178176,1.0,1.0,1.0,2.3451472883341684,0.4266741576871959,pass_spatial,pass_spatial,pass_spatial,composition_mixing,one_removed
mil_composition_mixing_one_removed,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,True,0.9730582893394994,1.0,1.0,1.0,2.063353287089347,0.3110096664817569,pass_control,pass_control,pass_control,composition_mixing,one_removed
mil_composition_mixing_random,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_control_block,False,0.643497219345829,0.6,0.0,0.0,1.039480968471474,0.0072111356320042,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,random
mil_composition_mixing_random,bc_jackson2020,motif_cd8_tumor_contact,spatial,False,False,fail_control_block,False,0.6627077016787007,0.8666666666666667,0.0,0.0,0.98023659843309,-0.0119209118285762,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,random
mil_composition_mixing_random,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_control_block,False,0.5813560851469162,0.4,0.0,0.0,0.936342176848767,0.0076078429279167,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,random
mil_composition_mixing_random,bc_jackson2020,motif_t_tumor_mixing,spatial,False,False,fail_control_block,False,0.677509861105593,0.9333333333333332,0.0,0.0,1.0175877984695136,0.0093174153344306,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,random
mil_composition_mixing_random,bc_jackson2020,motif_tumor_high,control,False,False,fail_control,False,0.9429055439254844,0.9333333333333332,0.0,0.0,0.9975762916077576,-0.0022522098554806,fail_control,fail_control,fail_control,composition_mixing,random
mil_composition_mixing_random,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,0.6277451341817942,0.7333333333333333,0.0,0.0,0.9948912949544204,-0.0134927704716442,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,random
mil_composition_mixing_random,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.706919258533313,1.0,0.0,0.0,1.005074129354388,0.0054138289192795,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,random
mil_composition_mixing_random,hnc_wu2022,motif_cd8_clustering,spatial,False,False,fail_control_block,False,0.8476794489794562,1.0,0.0,0.0666666666666666,0.9701513572630128,0.0002980392963678,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,random
mil_composition_mixing_random,hnc_wu2022,motif_immune_exclusion,spatial,False,False,fail_control_block,False,0.9210933502178176,1.0,0.0,0.0666666666666666,0.9866286098333364,-0.0049308236162098,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,random
mil_composition_mixing_random,tnbc_wang2023,motif_cd8_high,control,False,False,fail_control,False,0.9730582893394994,1.0,0.0,0.0,1.0119126068153197,0.0021787453139892,fail_control,fail_control,fail_control,composition_mixing,random
mil_composition_mixing_single,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_spatial,True,0.643497219345829,0.6,0.0,0.6,1.1397456736604437,0.7244139515733795,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,single
mil_composition_mixing_single,bc_jackson2020,motif_cd8_tumor_contact,spatial,False,False,fail_spatial,True,0.6627077016787007,0.8666666666666667,0.0,0.8666666666666667,1.189190684226652,0.6681203982914169,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,single
mil_composition_mixing_single,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_spatial,True,0.5813560851469162,0.4,0.4,0.4,1.966957927315424,0.7603368741110064,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_mixing,single
mil_composition_mixing_single,bc_jackson2020,motif_t_tumor_mixing,spatial,False,False,fail_spatial,True,0.677509861105593,0.9333333333333332,0.0,0.9333333333333332,1.217872352860348,0.6716004612390438,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,single
mil_composition_mixing_single,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,0.9429055439254844,0.9333333333333332,0.9333333333333332,0.9333333333333332,2.429869906136257,0.5342081934801058,pass_control,pass_control,pass_control,composition_mixing,single
mil_composition_mixing_single,bc_metabric_ali2020,motif_interface_immune,spatial,True,False,fail_control_block,False,0.6277451341817942,0.7333333333333333,0.5333333333333333,0.7333333333333333,1.5037564349265795,0.7230392126187267,pass_spatial,pass_spatial,pass_spatial,composition_mixing,single
mil_composition_mixing_single,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.706919258533313,1.0,0.0,1.0,0.9643066227693624,0.6723435516549823,faithful_but_wrong_place,abundance_only_or_fail,pass_spatial,composition_mixing,single
mil_composition_mixing_single,hnc_wu2022,motif_cd8_clustering,spatial,True,True,pass_spatial,True,0.8476794489794562,1.0,1.0,1.0,3.6347569474231967,0.7004554047709411,pass_spatial,pass_spatial,pass_spatial,composition_mixing,single
mil_composition_mixing_single,hnc_wu2022,motif_immune_exclusion,spatial,True,True,pass_spatial,True,0.9210933502178176,1.0,1.0,1.0,2.789882345268609,0.7191326004685686,pass_spatial,pass_spatial,pass_spatial,composition_mixing,single
mil_composition_mixing_single,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,True,0.9730582893394994,1.0,1.0,1.0,2.110782666838023,0.4307871924070701,pass_control,pass_control,pass_control,composition_mixing,single
mil_composition_celltype_density_attention,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_spatial,True,0.60787654647746,0.4,0.0,0.4,0.5169309936071905,0.1336529875015199,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_celltype_density,attention
mil_composition_celltype_density_attention,bc_jackson2020,motif_cd8_tumor_contact,spatial,False,False,fail_spatial,True,0.8565223859176463,1.0,0.6666666666666666,0.0,1.5351009964854605,-0.2175720097251851,looks_biological_unfaithful,pass_spatial,unfaithful_or_fail,composition_celltype_density,attention
mil_composition_celltype_density_attention,bc_jackson2020,motif_macrophage_tumor_niche,spatial,False,False,fail_spatial,True,0.6700957888590963,0.8,0.5333333333333333,0.0,1.8036140384954955,-0.2046598820729153,looks_biological_unfaithful,pass_spatial,unfaithful_or_fail,composition_celltype_density,attention
mil_composition_celltype_density_attention,bc_jackson2020,motif_t_tumor_mixing,spatial,False,False,fail_spatial,True,0.8320070142373751,1.0,0.5333333333333333,0.0,1.4363765345259507,-0.2233932842778953,looks_biological_unfaithful,pass_spatial,unfaithful_or_fail,composition_celltype_density,attention
mil_composition_celltype_density_attention,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,0.9808563178654868,1.0,1.0,1.0,1.6495338321401458,0.1805943732035823,pass_control,pass_control,pass_control,composition_celltype_density,attention
mil_composition_celltype_density_attention,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,0.5810796544449468,0.4,0.0,0.2,1.0024312648715077,0.0709011429770124,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_celltype_density,attention
mil_composition_celltype_density_attention,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_control_block,False,0.7379467821325059,0.8666666666666667,0.0,0.0,1.3045314607945695,-0.2248431488612512,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_celltype_density,attention
mil_composition_celltype_density_attention,hnc_wu2022,motif_cd8_clustering,spatial,True,False,fail_control_block,False,0.8875392474511771,1.0,1.0,1.0,4.680531971968187,0.3481757542702231,pass_spatial,pass_spatial,pass_spatial,composition_celltype_density,attention
mil_composition_celltype_density_attention,hnc_wu2022,motif_immune_exclusion,spatial,True,False,fail_control_block,False,0.8777308351080796,1.0,0.9333333333333332,0.8666666666666667,1.7628187880768798,0.2715583396114974,pass_spatial,pass_spatial,pass_spatial,composition_celltype_density,attention
mil_composition_celltype_density_attention,tnbc_wang2023,motif_cd8_high,control,False,False,fail_control,False,0.9690458191268818,1.0,0.4666666666666667,0.6666666666666666,1.687749756254687,0.1430446651744245,fail_control,fail_control,pass_control,composition_celltype_density,attention
mil_composition_celltype_density_ig,bc_jackson2020,motif_apc_t_contact,spatial,False,False,fail_spatial,True,0.60787654647746,0.4,0.0,0.4,0.6268664923814237,0.3075234848555926,abundance_only_or_fail,abundance_only_or_fail,unfaithful_or_fail,composition_celltype_density,ig
mil_composition_celltype_density_ig,bc_jackson2020,motif_cd8_tumor_contact,spatial,True,True,pass_spatial,True,0.8565223859176463,1.0,1.0,1.0,1.6933294957773526,0.2839287634333481,pass_spatial,pass_spatial,pass_spatial,composition_celltype_density,ig
mil_composition_celltype_density_ig,bc_jackson2020,motif_macrophage_tumor_niche,spatial,True,True,pass_spatial,True,0.6700957888590963,0.8,0.6666666666666666,0.8,1.8947998773654915,0.3252819255612457,pass_spatial,pass_spatial,pass_spatial,composition_celltype_density,ig
mil_composition_celltype_density_ig,bc_jackson2020,motif_t_tumor_mixing,spatial,True,True,pass_spatial,True,0.8320070142373751,1.0,1.0,1.0,1.6464315792663409,0.2915799656661392,pass_spatial,pass_spatial,pass_spatial,composition_celltype_density,ig
