dataset,task,seed,fold,method,kind,hit_in_top5,n_hit_in_top,best_hit_rank,top1,miss_as_top1,recovered,passed,auc_lasso,auc_ridge,faithfulness_drop_top,faithfulness_drop_random,faithfulness_passed
hnc_wu2022,motif_tumor_high,1,2,lasso,control,utag_mean__PanCK,1,1.0,utag_mean__PanCK,False,True,True,0.9203463203463204,0.929004329004329,0.4303030303030303,0.1021645021645021,True
hnc_wu2022,motif_tumor_high,1,2,shap,control,utag_mean__PanCK,1,1.0,utag_mean__PanCK,False,True,True,0.9203463203463204,0.929004329004329,0.4303030303030303,0.1021645021645021,True
hnc_wu2022,motif_tumor_high,1,3,lasso,control,utag_mean__PanCK,1,2.0,utag_mean__CD45,False,True,True,0.9281045751633986,0.9052287581699344,0.1819172113289759,0.0337690631808278,True
hnc_wu2022,motif_tumor_high,1,3,shap,control,utag_mean__PanCK,1,1.0,utag_mean__PanCK,False,True,True,0.9281045751633986,0.9052287581699344,0.1819172113289759,0.0337690631808278,True
hnc_wu2022,motif_tumor_high,1,4,lasso,control,utag_mean__PanCK,1,5.0,utag_mean__CD45,False,True,True,0.9455909943714822,0.9324577861163228,0.2432770481550971,0.0218886804252659,True
hnc_wu2022,motif_tumor_high,1,4,shap,control,utag_mean__PanCK,1,5.0,utag_mean__CD45,False,True,True,0.9455909943714822,0.9324577861163228,0.2432770481550971,0.0218886804252659,True
hnc_wu2022,motif_tumor_high,2,0,lasso,control,utag_mean__PanCK,1,2.0,utag_mean__CD45,False,True,True,0.9013209013209011,0.9075369075369076,0.3038073038073038,0.1118881118881118,True
hnc_wu2022,motif_tumor_high,2,0,shap,control,utag_mean__PanCK,1,2.0,utag_mean__CD45,False,True,True,0.9013209013209011,0.9075369075369076,0.3038073038073038,0.1118881118881118,True
hnc_wu2022,motif_tumor_high,2,1,lasso,control,utag_mean__PanCK,1,2.0,utag_mean__CD45,False,True,True,0.9697933227344993,0.9705882352941176,0.2138314785373608,0.0953895071542131,True
hnc_wu2022,motif_tumor_high,2,1,shap,control,utag_mean__PanCK,1,2.0,utag_mean__CD45,False,True,True,0.9697933227344993,0.9705882352941176,0.2138314785373608,0.0953895071542131,True
hnc_wu2022,motif_tumor_high,2,2,lasso,control,,0,7.0,utag_mean__CD45,False,False,False,0.8687782805429864,0.868024132730015,0.1598793363499245,0.0331825037707389,True
hnc_wu2022,motif_tumor_high,2,2,shap,control,utag_mean__PanCK,1,5.0,utag_mean__CD163,False,True,True,0.8687782805429864,0.868024132730015,0.1598793363499245,0.0331825037707389,True
hnc_wu2022,motif_tumor_high,2,3,lasso,control,utag_mean__PanCK,1,3.0,utag_mean__CD45,False,True,True,0.979066985645933,0.9712918660287082,0.2494019138755981,0.0167464114832536,True
hnc_wu2022,motif_tumor_high,2,3,shap,control,utag_mean__PanCK,1,2.0,utag_mean__CD45,False,True,True,0.979066985645933,0.9712918660287082,0.2494019138755981,0.0167464114832536,True
hnc_wu2022,motif_tumor_high,2,4,lasso,control,utag_mean__PanCK,1,1.0,utag_mean__PanCK,False,True,True,0.9565972222222222,0.9539930555555556,0.2022569444444444,0.0581597222222222,True
hnc_wu2022,motif_tumor_high,2,4,shap,control,utag_mean__PanCK,1,3.0,utag_mean__CD45,False,True,True,0.9565972222222222,0.9539930555555556,0.2022569444444444,0.0581597222222222,True
hnc_wu2022,motif_tumor_stroma_mixing,0,0,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.8351449275362318,0.8206521739130435,0.3260869565217391,0.0525362318840579,True
hnc_wu2022,motif_tumor_stroma_mixing,0,0,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.8351449275362318,0.8206521739130435,0.3260869565217391,0.0525362318840579,True
hnc_wu2022,motif_tumor_stroma_mixing,0,1,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.8416666666666667,0.8783333333333333,0.3349999999999999,0.0616666666666666,True
hnc_wu2022,motif_tumor_stroma_mixing,0,1,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.8416666666666667,0.8783333333333333,0.3349999999999999,0.0616666666666666,True
hnc_wu2022,motif_tumor_stroma_mixing,0,2,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.7070707070707071,0.7222222222222222,0.0202020202020202,-0.047979797979798,True
hnc_wu2022,motif_tumor_stroma_mixing,0,2,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.7070707070707071,0.7222222222222222,0.0202020202020202,-0.047979797979798,True
hnc_wu2022,motif_tumor_stroma_mixing,0,3,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.8787878787878788,0.8459595959595959,0.4267676767676767,0.1843434343434342,True
hnc_wu2022,motif_tumor_stroma_mixing,0,3,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.8787878787878788,0.8459595959595959,0.4267676767676767,0.1843434343434342,True
hnc_wu2022,motif_tumor_stroma_mixing,0,4,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.913312693498452,0.9195046439628484,0.3281733746130032,0.2755417956656347,True
hnc_wu2022,motif_tumor_stroma_mixing,0,4,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.913312693498452,0.9195046439628484,0.3281733746130032,0.2755417956656347,True
hnc_wu2022,motif_tumor_stroma_mixing,1,0,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.8246153846153846,0.7938461538461539,0.24,0.043076923076923,True
hnc_wu2022,motif_tumor_stroma_mixing,1,0,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.8246153846153846,0.7938461538461539,0.24,0.043076923076923,True
hnc_wu2022,motif_tumor_stroma_mixing,1,1,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.9365079365079364,0.9160997732426304,0.1723356009070294,0.1179138321995465,True
hnc_wu2022,motif_tumor_stroma_mixing,1,1,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.9365079365079364,0.9160997732426304,0.1723356009070294,0.1179138321995465,True
hnc_wu2022,motif_tumor_stroma_mixing,1,2,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.7991452991452992,0.7756410256410257,0.2884615384615385,0.2521367521367522,True
hnc_wu2022,motif_tumor_stroma_mixing,1,2,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.7991452991452992,0.7756410256410257,0.2884615384615385,0.2521367521367522,True
hnc_wu2022,motif_tumor_stroma_mixing,1,3,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.8216374269005848,0.7953216374269005,0.1052631578947367,-0.0672514619883041,True
hnc_wu2022,motif_tumor_stroma_mixing,1,3,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.8216374269005848,0.7953216374269005,0.1052631578947367,-0.0672514619883041,True
hnc_wu2022,motif_tumor_stroma_mixing,1,4,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.7447368421052633,0.768421052631579,0.2763157894736843,0.0842105263157895,True
hnc_wu2022,motif_tumor_stroma_mixing,1,4,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.7447368421052633,0.768421052631579,0.2763157894736843,0.0842105263157895,True
hnc_wu2022,motif_tumor_stroma_mixing,2,0,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.7859649122807018,0.831578947368421,0.2789473684210526,0.031578947368421,True
hnc_wu2022,motif_tumor_stroma_mixing,2,0,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.7859649122807018,0.831578947368421,0.2789473684210526,0.031578947368421,True
hnc_wu2022,motif_tumor_stroma_mixing,2,1,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.8174603174603174,0.7857142857142857,0.3941798941798942,0.1878306878306878,True
hnc_wu2022,motif_tumor_stroma_mixing,2,1,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.8174603174603174,0.7857142857142857,0.3941798941798942,0.1878306878306878,True
hnc_wu2022,motif_tumor_stroma_mixing,2,2,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.7719298245614035,0.7919799498746868,0.4411027568922306,-0.0100250626566416,True
hnc_wu2022,motif_tumor_stroma_mixing,2,2,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.7719298245614035,0.7919799498746868,0.4411027568922306,-0.0100250626566416,True
hnc_wu2022,motif_tumor_stroma_mixing,2,3,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.9089026915113873,0.9047619047619048,0.4720496894409938,0.082815734989648,True
hnc_wu2022,motif_tumor_stroma_mixing,2,3,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.9089026915113873,0.9047619047619048,0.4720496894409938,0.082815734989648,True
hnc_wu2022,motif_tumor_stroma_mixing,2,4,lasso,spatial,,0,,utag_std__Vimentin,False,False,False,0.892156862745098,0.8921568627450981,0.3186274509803922,0.0710784313725489,True
hnc_wu2022,motif_tumor_stroma_mixing,2,4,shap,spatial,,0,,utag_std__Vimentin,False,False,False,0.892156862745098,0.8921568627450981,0.3186274509803922,0.0710784313725489,True
