method,dataset,task,kind,raw_passed,protocol_passed,verdict,dataset_controls_ok,n_folds,mean_auc_ridge,mean_auc_lasso,frac_lasso_passed,frac_shap_passed,frac_faithfulness_passed,frac_fold_passed,mean_drop_top,mean_drop_random,lasso_control_frac,shap_control_frac,control_frac_passed,lasso_verdict,shap_verdict,selected,shap_ok,family,explainer,lasso_ok
lasso_density_point_pattern,bc_jackson2020,motif_apc_t_contact,spatial,True,True,pass_spatial,True,15,0.6346792667326824,0.6320186482016791,1.0,1.0,0.9333333333333332,0.9333333333333332,0.1053975425441338,0.0121837811291139,1.0,1.0,1.0,pass_spatial,pass_spatial,True,True,density_point_pattern,lasso,
lasso_density_point_pattern,bc_jackson2020,motif_cd8_tumor_contact,spatial,True,True,pass_spatial,True,15,0.7983394278414213,0.7989379537965833,1.0,0.9333333333333332,0.9333333333333332,0.8666666666666667,0.0986780583691196,0.0195719505542407,1.0,1.0,1.0,pass_spatial,pass_spatial,True,True,density_point_pattern,lasso,
lasso_density_point_pattern,bc_jackson2020,motif_macrophage_tumor_niche,spatial,True,True,pass_spatial,True,15,0.6356535071109131,0.6335350190516285,1.0,0.9333333333333332,0.8,0.7333333333333333,0.0853846562420463,0.0162325985529754,1.0,1.0,1.0,pass_spatial,pass_spatial,True,True,density_point_pattern,lasso,
lasso_density_point_pattern,bc_jackson2020,motif_t_tumor_mixing,spatial,True,True,pass_spatial,True,15,0.7959385865454573,0.7990592350602576,0.8666666666666667,0.8666666666666667,0.9333333333333332,0.8666666666666667,0.0959389044432606,0.0189468129292631,1.0,1.0,1.0,pass_spatial,pass_spatial,True,True,density_point_pattern,lasso,
lasso_density_point_pattern,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,15,0.9837189580346876,0.9839210733261284,1.0,1.0,1.0,1.0,0.1989771773357339,0.005450197727317,1.0,1.0,1.0,pass_control,pass_control,True,True,density_point_pattern,lasso,
lasso_density_point_pattern,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_spatial,True,15,0.6312766644857504,0.6302590393235957,0.1333333333333333,0.2,0.8666666666666667,0.0,0.0615642876239178,0.0129982553660106,1.0,1.0,1.0,abundance_only_or_fail,abundance_only_or_fail,True,False,density_point_pattern,lasso,
lasso_density_point_pattern,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_spatial,True,15,0.7606241781876762,0.7620157880972745,0.0,0.0,0.9333333333333332,0.0,0.0893010942028393,0.0014638958372914,1.0,1.0,1.0,abundance_only_or_fail,abundance_only_or_fail,True,False,density_point_pattern,lasso,
lasso_density_point_pattern,hnc_wu2022,motif_cd8_clustering,spatial,True,True,pass_spatial,True,15,0.9209053630976192,0.9117364651720912,1.0,1.0,1.0,1.0,0.3411444921490847,0.0307818752730017,1.0,1.0,1.0,pass_spatial,pass_spatial,True,True,density_point_pattern,lasso,
lasso_density_point_pattern,hnc_wu2022,motif_immune_exclusion,spatial,True,True,pass_spatial,True,15,0.928248274769484,0.9254680922275408,1.0,1.0,1.0,1.0,0.2002345028532829,0.0072031227986391,1.0,1.0,1.0,pass_spatial,pass_spatial,True,True,density_point_pattern,lasso,
lasso_density_point_pattern,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,True,15,0.958996851021688,0.9576055479714838,1.0,1.0,1.0,1.0,0.0640038910451681,0.0018802970416975,1.0,1.0,1.0,pass_control,pass_control,True,True,density_point_pattern,lasso,
shap_density_point_pattern,bc_jackson2020,motif_apc_t_contact,spatial,True,True,pass_spatial,True,15,0.6346792667326824,0.6320186482016791,1.0,1.0,0.9333333333333332,0.9333333333333332,0.1053975425441338,0.0121837811291139,1.0,1.0,1.0,pass_spatial,pass_spatial,True,,density_point_pattern,shap,True
shap_density_point_pattern,bc_jackson2020,motif_cd8_tumor_contact,spatial,True,True,pass_spatial,True,15,0.7983394278414213,0.7989379537965833,1.0,0.9333333333333332,0.9333333333333332,0.8666666666666667,0.0986780583691196,0.0195719505542407,1.0,1.0,1.0,pass_spatial,pass_spatial,True,,density_point_pattern,shap,True
shap_density_point_pattern,bc_jackson2020,motif_macrophage_tumor_niche,spatial,True,True,pass_spatial,True,15,0.6356535071109131,0.6335350190516285,1.0,0.9333333333333332,0.8,0.7333333333333333,0.0853846562420463,0.0162325985529754,1.0,1.0,1.0,pass_spatial,pass_spatial,True,,density_point_pattern,shap,True
shap_density_point_pattern,bc_jackson2020,motif_t_tumor_mixing,spatial,True,True,pass_spatial,True,15,0.7959385865454573,0.7990592350602576,0.8666666666666667,0.8666666666666667,0.9333333333333332,0.8666666666666667,0.0959389044432606,0.0189468129292631,1.0,1.0,1.0,pass_spatial,pass_spatial,True,,density_point_pattern,shap,True
shap_density_point_pattern,bc_jackson2020,motif_tumor_high,control,True,True,pass_control,True,15,0.9837189580346876,0.9839210733261284,1.0,1.0,1.0,1.0,0.1989771773357339,0.005450197727317,1.0,1.0,1.0,pass_control,pass_control,True,,density_point_pattern,shap,True
shap_density_point_pattern,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_spatial,True,15,0.6312766644857504,0.6302590393235957,0.1333333333333333,0.2,0.8666666666666667,0.0,0.0615642876239178,0.0129982553660106,1.0,1.0,1.0,abundance_only_or_fail,abundance_only_or_fail,True,,density_point_pattern,shap,False
shap_density_point_pattern,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,False,False,fail_spatial,True,15,0.7606241781876762,0.7620157880972745,0.0,0.0,0.9333333333333332,0.0,0.0893010942028393,0.0014638958372914,1.0,1.0,1.0,abundance_only_or_fail,abundance_only_or_fail,True,,density_point_pattern,shap,False
shap_density_point_pattern,hnc_wu2022,motif_cd8_clustering,spatial,True,True,pass_spatial,True,15,0.9209053630976192,0.9117364651720912,1.0,1.0,1.0,1.0,0.3411444921490847,0.0307818752730017,1.0,1.0,1.0,pass_spatial,pass_spatial,True,,density_point_pattern,shap,True
shap_density_point_pattern,hnc_wu2022,motif_immune_exclusion,spatial,True,True,pass_spatial,True,15,0.928248274769484,0.9254680922275408,1.0,1.0,1.0,1.0,0.2002345028532829,0.0072031227986391,1.0,1.0,1.0,pass_spatial,pass_spatial,True,,density_point_pattern,shap,True
shap_density_point_pattern,tnbc_wang2023,motif_cd8_high,control,True,True,pass_control,True,15,0.958996851021688,0.9576055479714838,1.0,1.0,1.0,1.0,0.0640038910451681,0.0018802970416975,1.0,1.0,1.0,pass_control,pass_control,True,,density_point_pattern,shap,True
lasso_mixing_point_pattern,bc_jackson2020,motif_apc_t_contact,spatial,True,False,fail_control_block,False,15,0.6440463601774284,0.6478609132813157,1.0,1.0,0.9333333333333332,0.9333333333333332,0.0682489786446909,0.002204645983489,0.0,0.0,0.0,fail_control_block,fail_control_block,True,True,mixing_point_pattern,lasso,
lasso_mixing_point_pattern,bc_jackson2020,motif_cd8_tumor_contact,spatial,True,False,fail_control_block,False,15,0.8640742090154157,0.8693932774201723,1.0,1.0,0.8666666666666667,0.8666666666666667,0.0473324812324493,0.0066644764794288,0.0,0.0,0.0,fail_control_block,fail_control_block,True,True,mixing_point_pattern,lasso,
lasso_mixing_point_pattern,bc_jackson2020,motif_macrophage_tumor_niche,spatial,True,False,fail_control_block,False,15,0.7813246787353999,0.7787965189244207,1.0,1.0,0.9333333333333332,0.9333333333333332,0.0970089330152078,0.0042523626538326,0.0,0.0,0.0,fail_control_block,fail_control_block,True,True,mixing_point_pattern,lasso,
lasso_mixing_point_pattern,bc_jackson2020,motif_t_tumor_mixing,spatial,True,False,fail_control_block,False,15,0.8638557392117259,0.8684703753775338,1.0,1.0,1.0,1.0,0.054054984986121,0.0006507222523092,0.0,0.0,0.0,fail_control_block,fail_control_block,True,True,mixing_point_pattern,lasso,
lasso_mixing_point_pattern,bc_jackson2020,motif_tumor_high,control,False,False,fail_control,False,15,0.95619122145964,0.957621344952155,0.0,0.0,1.0,0.0,0.0265453350471059,0.0002433843415198,0.0,0.0,0.0,fail_control,fail_control,True,False,mixing_point_pattern,lasso,
lasso_mixing_point_pattern,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,15,0.5855827108464705,0.5860813099710197,0.0,0.0,0.3333333333333333,0.0,0.0061586939710153,-7.398074590801255e-05,0.0,0.0,0.0,fail_control_block,fail_control_block,True,False,mixing_point_pattern,lasso,
lasso_mixing_point_pattern,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,True,False,fail_control_block,False,15,0.8601339770314911,0.8635831469431203,1.0,1.0,1.0,1.0,0.0508931864270948,0.0001025719397484,0.0,0.0,0.0,fail_control_block,fail_control_block,True,True,mixing_point_pattern,lasso,
lasso_mixing_point_pattern,hnc_wu2022,motif_cd8_clustering,spatial,True,False,fail_control_block,False,15,0.9394224370848548,0.9366122990251636,1.0,1.0,1.0,1.0,0.179119355018607,0.0010020521323035,0.0,0.0,0.0,fail_control_block,fail_control_block,True,True,mixing_point_pattern,lasso,
lasso_mixing_point_pattern,hnc_wu2022,motif_immune_exclusion,spatial,False,False,fail_control_block,False,15,0.9643208296337656,0.9621727641994336,0.0,0.0,0.6666666666666666,0.0,0.0210690517818471,0.0030476912037996,0.0,0.0,0.0,fail_control_block,fail_control_block,True,False,mixing_point_pattern,lasso,
lasso_mixing_point_pattern,tnbc_wang2023,motif_cd8_high,control,False,False,fail_control,False,15,0.9757692536344156,0.974232343836934,0.0,0.0,0.8666666666666667,0.0,0.0023885178096772,-0.0002165500864205,0.0,0.0,0.0,fail_control,fail_control,True,False,mixing_point_pattern,lasso,
shap_mixing_point_pattern,bc_jackson2020,motif_apc_t_contact,spatial,True,False,fail_control_block,False,15,0.6440463601774284,0.6478609132813157,1.0,1.0,0.9333333333333332,0.9333333333333332,0.0682489786446909,0.002204645983489,0.0,0.0,0.0,fail_control_block,fail_control_block,True,,mixing_point_pattern,shap,True
shap_mixing_point_pattern,bc_jackson2020,motif_cd8_tumor_contact,spatial,True,False,fail_control_block,False,15,0.8640742090154157,0.8693932774201723,1.0,1.0,0.8666666666666667,0.8666666666666667,0.0473324812324493,0.0066644764794288,0.0,0.0,0.0,fail_control_block,fail_control_block,True,,mixing_point_pattern,shap,True
shap_mixing_point_pattern,bc_jackson2020,motif_macrophage_tumor_niche,spatial,True,False,fail_control_block,False,15,0.7813246787353999,0.7787965189244207,1.0,1.0,0.9333333333333332,0.9333333333333332,0.0970089330152078,0.0042523626538326,0.0,0.0,0.0,fail_control_block,fail_control_block,True,,mixing_point_pattern,shap,True
shap_mixing_point_pattern,bc_jackson2020,motif_t_tumor_mixing,spatial,True,False,fail_control_block,False,15,0.8638557392117259,0.8684703753775338,1.0,1.0,1.0,1.0,0.054054984986121,0.0006507222523092,0.0,0.0,0.0,fail_control_block,fail_control_block,True,,mixing_point_pattern,shap,True
shap_mixing_point_pattern,bc_jackson2020,motif_tumor_high,control,False,False,fail_control,False,15,0.95619122145964,0.957621344952155,0.0,0.0,1.0,0.0,0.0265453350471059,0.0002433843415198,0.0,0.0,0.0,fail_control,fail_control,True,,mixing_point_pattern,shap,False
shap_mixing_point_pattern,bc_metabric_ali2020,motif_interface_immune,spatial,False,False,fail_control_block,False,15,0.5855827108464705,0.5860813099710197,0.0,0.0,0.3333333333333333,0.0,0.0061586939710153,-7.398074590801255e-05,0.0,0.0,0.0,fail_control_block,fail_control_block,True,,mixing_point_pattern,shap,False
shap_mixing_point_pattern,bc_metabric_ali2020,motif_tumor_stroma_mixing,spatial,True,False,fail_control_block,False,15,0.8601339770314911,0.8635831469431203,1.0,1.0,1.0,1.0,0.0508931864270948,0.0001025719397484,0.0,0.0,0.0,fail_control_block,fail_control_block,True,,mixing_point_pattern,shap,True
shap_mixing_point_pattern,hnc_wu2022,motif_cd8_clustering,spatial,True,False,fail_control_block,False,15,0.9394224370848548,0.9366122990251636,1.0,1.0,1.0,1.0,0.179119355018607,0.0010020521323035,0.0,0.0,0.0,fail_control_block,fail_control_block,True,,mixing_point_pattern,shap,True
shap_mixing_point_pattern,hnc_wu2022,motif_immune_exclusion,spatial,False,False,fail_control_block,False,15,0.9643208296337656,0.9621727641994336,0.0,0.0,0.6666666666666666,0.0,0.0210690517818471,0.0030476912037996,0.0,0.0,0.0,fail_control_block,fail_control_block,True,,mixing_point_pattern,shap,False
shap_mixing_point_pattern,tnbc_wang2023,motif_cd8_high,control,False,False,fail_control,False,15,0.9757692536344156,0.974232343836934,0.0,0.0,0.8666666666666667,0.0,0.0023885178096772,-0.0002165500864205,0.0,0.0,0.0,fail_control,fail_control,True,,mixing_point_pattern,shap,False
